#           k/h    P           
    0.10000E-03    0.67381E+02
    0.10202E-03    0.68687E+02
    0.10408E-03    0.70018E+02
    0.10618E-03    0.71375E+02
    0.10833E-03    0.72758E+02
    0.11052E-03    0.74168E+02
    0.11275E-03    0.75605E+02
    0.11503E-03    0.77070E+02
    0.11735E-03    0.78563E+02
    0.11972E-03    0.80085E+02
    0.12214E-03    0.81636E+02
    0.12461E-03    0.83218E+02
    0.12712E-03    0.84830E+02
    0.12969E-03    0.86474E+02
    0.13231E-03    0.88149E+02
    0.13499E-03    0.89856E+02
    0.13771E-03    0.91597E+02
    0.14049E-03    0.93371E+02
    0.14333E-03    0.95180E+02
    0.14623E-03    0.97023E+02
    0.14918E-03    0.98903E+02
    0.15220E-03    0.10082E+03
    0.15527E-03    0.10277E+03
    0.15841E-03    0.10476E+03
    0.16161E-03    0.10679E+03
    0.16487E-03    0.10886E+03
    0.16820E-03    0.11097E+03
    0.17160E-03    0.11311E+03
    0.17507E-03    0.11530E+03
    0.17860E-03    0.11754E+03
    0.18221E-03    0.11981E+03
    0.18589E-03    0.12213E+03
    0.18965E-03    0.12450E+03
    0.19348E-03    0.12691E+03
    0.19739E-03    0.12936E+03
    0.20138E-03    0.13187E+03
    0.20544E-03    0.13442E+03
    0.20959E-03    0.13702E+03
    0.21383E-03    0.13967E+03
    0.21815E-03    0.14237E+03
    0.22255E-03    0.14513E+03
    0.22705E-03    0.14794E+03
    0.23164E-03    0.15080E+03
    0.23632E-03    0.15371E+03
    0.24109E-03    0.15669E+03
    0.24596E-03    0.15972E+03
    0.25093E-03    0.16281E+03
    0.25600E-03    0.16595E+03
    0.26117E-03    0.16916E+03
    0.26645E-03    0.17243E+03
    0.27183E-03    0.17577E+03
    0.27732E-03    0.17916E+03
    0.28292E-03    0.18263E+03
    0.28864E-03    0.18615E+03
    0.29447E-03    0.18975E+03
    0.30042E-03    0.19342E+03
    0.30649E-03    0.19715E+03
    0.31268E-03    0.20096E+03
    0.31899E-03    0.20484E+03
    0.32544E-03    0.20879E+03
    0.33201E-03    0.21283E+03
    0.33872E-03    0.21693E+03
