2.9860411299932665, 5.942187619386561e-9
4.480649744806797, 5.576582549271834e-9
6.664303839982522, 5.759393555017744e-9
9.653267244094268, 5.273058382751337e-9
15.820992201901834, 5.456940691708232e-9
23.950266199874836, 5.246473659820113e-9
35.30959370399084, 5.683680145776072e-9
55.86328066431616, 5.469492091662499e-9
83.82463045751923, 5.927461938293531e-9
129.15496650148827, 5.981085528198075e-9
193.8011375271073, 6.178292348187518e-9
290.8047744828142, 7.195156256160652e-9
436.36181882664096, 8.180791769359788e-9
604.796397219049, 8.641359162843897e-9
830.8836821639944, 9.574636303055138e-9
1192.9667861843786, 1.1687679359628806e-8
1758.7767990130408, 1.4274922358455691e-8
2135.511505944208, 1.2411658600006168e-8
3039.1953823131917, 1.2503242927045705e-8
3822.746320210851, 1.318048386365038e-8
4641.588833612773, 1.764767187053503e-8
5069.683449892579, 2.5335858927895395e-8
5586.328066431615, 3.5517876983769636e-8
5994.842503189397, 6.029096498319489e-8
6210.169418915616, 9.984389612860081e-8
6490.23670774234, 1.5389362362529002e-7
6782.934519342217, 2.260926262001667e-7
7408.525853344273, 4.02795500434088e-7
7607.221356680921, 7.888432991168467e-7
8020.742232686133, 0.0000016610638802030566
8531.678524172798, 0.000004446603611151066
8916.44163001146, 0.000008922999233579406
