1.020088200274623241e-01 1.248290981340131889e-01 1.290171618417611799e-01 1.492048710682268298e-01 1.653610160970937215e-01 1.747010491846702207e-01 1.803904779810119319e-01 1.778029274130052961e-01 1.987343755509194398e-01 2.138897831086352119e-01 2.323097905617549641e-01 2.034571995748662709e-01 2.168664705837956286e-01 2.260176670147414080e-01 2.374861225561819000e-01 2.349892243046144413e-01 2.393230014779728076e-01 2.722126862423964733e-01 2.491716872148849460e-01 2.583140424677635716e-01 2.677310414845746056e-01 2.645668011538876430e-01 2.525883622203066170e-01 2.540110442387980560e-01 2.816560729402828311e-01 2.762635941565566577e-01 2.894133053940836642e-01 2.960870485955857112e-01 2.893600263666424866e-01 2.829358736704570831e-01 2.797775242040350663e-01 2.700755524722616152e-01 2.735883922686394576e-01 2.778289765131529143e-01 3.137947336119680242e-01 2.974485380543838708e-01 3.019466907589543059e-01 3.406481980378623931e-01
9.563555955623896654e-02 1.076555075643311765e-01 1.237099294913889119e-01 1.378988669065108752e-01 1.341488528851191853e-01 1.605929764757873246e-01 1.653972717221003641e-01 1.733785272971340441e-01 1.835169489096621365e-01 1.750181926249452236e-01 1.935829970569324376e-01 1.893474175612135380e-01 2.169082166015384172e-01 2.140047582799105841e-01 2.079842034318359900e-01 2.118311079701627464e-01 2.245971352536491605e-01 2.185711151447664868e-01 2.231207591372439958e-01 2.290370268870707271e-01 2.270799099042746239e-01 2.451192745703541231e-01 2.422681816362547980e-01 2.604635959568011305e-01 2.389831606534187081e-01 2.519686949741763438e-01 2.564205081292709187e-01 2.661869714533304232e-01 2.522946118193623577e-01 2.672260534619431693e-01 2.572218510725280405e-01 2.443079469230157452e-01 2.598191479593063846e-01 2.663924306968681321e-01 2.518171226180370703e-01 2.551856250558282024e-01 2.577407130212309716e-01 2.903457298359853889e-01
8.508839377247277846e-02 9.725524595227351410e-02 1.106372712430304384e-01 1.204089741209885822e-01 1.277155655095940645e-01 1.420439066365595249e-01 1.446000803267559753e-01 1.490033268678604972e-01 1.637021882680447238e-01 1.720658550296974010e-01 1.753417466362362509e-01 1.754977840633547559e-01 1.791606141955578990e-01 1.937153740126235368e-01 1.918921444435262025e-01 1.927856657045992905e-01 1.961955063544326416e-01 2.113882821104343945e-01 1.964774971055591457e-01 2.115364661843237293e-01 2.034947725401037300e-01 2.130828724300712351e-01 2.226366789167047444e-01 2.176445965131509619e-01 1.960995942525031177e-01 2.185922693156942265e-01 2.183142414640003304e-01 2.312991751647720806e-01 2.202157327934842201e-01 2.263167906115600425e-01 2.403194902176593317e-01 2.278260816929482679e-01 2.426301218375346846e-01 2.283577516684419939e-01 2.214586042177572600e-01 2.324065011773813472e-01 2.660986558982487704e-01 2.286938541687944804e-01
7.738073047050308961e-02 9.051124150992520545e-02 9.880495324878416086e-02 1.073902420023423315e-01 1.153438773982014692e-01 1.311302585757313510e-01 1.344586109508249805e-01 1.421474303603011691e-01 1.416912474311358694e-01 1.407163024466547008e-01 1.553865280548924477e-01 1.541549382690499403e-01 1.677176721690920302e-01 1.629303503009611465e-01 1.678930969583295185e-01 1.794986172598901919e-01 1.792389878709490514e-01 1.688056352701914897e-01 1.718526565071276935e-01 1.862288499118047447e-01 1.938151308558915265e-01 1.952238693151724658e-01 1.819820949797225640e-01 2.015683278830536496e-01 1.985378780568774759e-01 1.955229634198245026e-01 2.070408979937146121e-01 2.036257932514390911e-01 2.008040441504013174e-01 2.142221282355658563e-01 1.914579797539831818e-01 2.071544756548744648e-01 2.028407917079257661e-01 2.034466312424193513e-01 2.030244573652850160e-01 2.178474336346702678e-01 2.106857592768918430e-01 2.113311838970748091e-01
7.153129387265265426e-02 8.017290640900173737e-02 8.752764147305694409e-02 9.704499869392006761e-02 1.059661090580459458e-01 1.182736938565754070e-01 1.202695439274529821e-01 1.243726848791479600e-01 1.336453646712741639e-01 1.374239725173742599e-01 1.381143900456542895e-01 1.473035197281900022e-01 1.475782536122303423e-01 1.458874651763492902e-01 1.509243767042030837e-01 1.574846563870126726e-01 1.576537810188349820e-01 1.710022398771506025e-01 1.686229486455622928e-01 1.731154285872796850e-01 1.701098950236739071e-01 1.657732894278385327e-01 1.713527299668526904e-01 1.632867166662076430e-01 1.699076352930504186e-01 1.819288400272218997e-01 1.769418152951355294e-01 1.734052285453965281e-01 1.822998273299649696e-01 1.752654718113186849e-01 1.810724882160310578e-01 1.915725383634715173e-01 1.891421992951859699e-01 1.789377877227120994e-01 1.849682498926414065e-01 1.928118374725772688e-01 1.874568087276593797e-01 1.865855454787730128e-01
6.489078998888807293e-02 7.355734013551322448e-02 8.132017697148392898e-02 8.833331177392959865e-02 9.829437741895975800e-02 1.025370949534028381e-01 1.044781886599520787e-01 1.106193379132648369e-01 1.123023132803373791e-01 1.230357139408684158e-01 1.255157401969985986e-01 1.276122007575461736e-01 1.314888453681077873e-01 1.325284275531592726e-01 1.445534181716843780e-01 1.403391306771359925e-01 1.415412152255772771e-01 1.450359942074569419e-01 1.456781348778148355e-01 1.513438087911356811e-01 1.427378915498544176e-01 1.471941136090492153e-01 1.494392587731117328e-01 1.527944615869276102e-01 1.626863543121688238e-01 1.562447694470793791e-01 1.517602841412787618e-01 1.603264021417141472e-01 1.590084163635269443e-01 1.638199935665808071e-01 1.657671558529640876e-01 1.589979029519135723e-01 1.743063207030011719e-01 1.609673880176178962e-01 1.685601182037851919e-01 1.658376676361403290e-01 1.763442488578039757e-01 1.701854560538955119e-01
5.874829055209677964e-02 6.645433008679381415e-02 7.456983341649844887e-02 8.082730390034623125e-02 8.874183447435261829e-02 9.263818961516351314e-02 9.923870974233067743e-02 1.032789651195235858e-01 1.016543263242696282e-01 1.127371757361944615e-01 1.141915562304168796e-01 1.170591753502343985e-01 1.145118267244909088e-01 1.234699005510718622e-01 1.279791931584872144e-01 1.292426094127024916e-01 1.239418204897063946e-01 1.312108520478321716e-01 1.262947787405763189e-01 1.362469499932474071e-01 1.266914131676296906e-01 1.368575350688905345e-01 1.378251545303122716e-01 1.400937772901057199e-01 1.409001229704471281e-01 1.426364982635062728e-01 1.434427060168464163e-01 1.480526407269124600e-01 1.444263156641576729e-01 1.465540202137652070e-01 1.460104620633057293e-01 1.539528478898635200e-01 1.486975472795434849e-01 1.511794305734071309e-01 1.526351057632809038e-01 1.497435291083795694e-01 1.512040675476784557e-01 1.482603081458563898e-01
5.370560769921928213e-02 6.217315711404253903e-02 6.607937220653770094e-02 7.533097384353105996e-02 7.975474907604745978e-02 8.322906907461616322e-02 8.632944464086253489e-02 9.136476028970798302e-02 9.342783850044673877e-02 9.851397563051650375e-02 1.005815255440001832e-01 1.018801092561943955e-01 1.046535441646148645e-01 1.069125680839578124e-01 1.112752936411001425e-01 1.100280512027534269e-01 1.196095477596096635e-01 1.186160356748221928e-01 1.219002298734071926e-01 1.172321298254784677e-01 1.159012390965681871e-01 1.264263490075610286e-01 1.222063871375315136e-01 1.265500470762749852e-01 1.230722944852208622e-01 1.293834426650450620e-01 1.355582612367619566e-01 1.354589116620216471e-01 1.316654369124255486e-01 1.270301075939105073e-01 1.326228118234880071e-01 1.334662915766431091e-01 1.260190439377535110e-01 1.296935716823964801e-01 1.317620501424946744e-01 1.377445518588780726e-01 1.311118396775883543e-01 1.340347955810774205e-01
4.908499013349875567e-02 5.605767335502605947e-02 6.155102711495563650e-02 6.657605275851792570e-02 7.215736376143581932e-02 7.541904512722885645e-02 7.790157459191159040e-02 8.485395840768741871e-02 8.786567786608434627e-02 9.071620109080118233e-02 9.035347174770630430e-02 9.479682495295375932e-02 9.408158963367721506e-02 9.878474282494892345e-02 1.009452944701742932e-01 9.822814297017258556e-02 1.039745334211671091e-01 1.086726375473007211e-01 1.076965959531028666e-01 1.084808823617102042e-01 1.098589933223498710e-01 1.133472475742140495e-01 1.063141779011088778e-01 1.113050605113759250e-01 1.087396731896283913e-01 1.097593158137181030e-01 1.148554762266075918e-01 1.167061764127461099e-01 1.160203698114438964e-01 1.179077057754889107e-01 1.159559837812466354e-01 1.206127047560554555e-01 1.176543038173765432e-01 1.148367242969217800e-01 1.224923584240884961e-01 1.181859504800216037e-01 1.208160165302653577e-01 1.179802692591273017e-01
4.522411687356293897e-02 4.986340294455937627e-02 5.544106499445038139e-02 5.904735357445420330e-02 6.475933444391220040e-02 6.886114861292699785e-02 7.105238228913139664e-02 7.499692181137662672e-02 7.771813321545292808e-02 7.929435973688507555e-02 8.108875762781640739e-02 8.389901954702695674e-02 8.577483351883037621e-02 8.965468709734344954e-02 8.980642779893442673e-02 9.100030617438373270e-02 9.562672245118979120e-02 9.463754399675071427e-02 9.900192146123219794e-02 9.500284796587191161e-02 9.636388134049374277e-02 1.031955622271100853e-01 9.851234994488786145e-02 1.009838308617105607e-01 1.051535337879398180e-01 1.019827340063003823e-01 1.048526942126179612e-01 1.027285929321946345e-01 1.071839199168306556e-01 1.052003101128650142e-01 1.039618986712096266e-01 1.048127469847649762e-01 1.079777928487108130e-01 1.105838511891715226e-01 1.079035287992525100e-01 1.084627265010327107e-01 1.091555571603847058e-01 1.100964876983306501e-01
