#           k/h    P           
    0.10000E-03    0.12408E+03
    0.10202E-03    0.12648E+03
    0.10408E-03    0.12894E+03
    0.10618E-03    0.13143E+03
    0.10833E-03    0.13398E+03
    0.11052E-03    0.13658E+03
    0.11275E-03    0.13922E+03
    0.11503E-03    0.14192E+03
    0.11735E-03    0.14467E+03
    0.11972E-03    0.14747E+03
    0.12214E-03    0.15033E+03
    0.12461E-03    0.15325E+03
    0.12712E-03    0.15621E+03
    0.12969E-03    0.15924E+03
    0.13231E-03    0.16233E+03
    0.13499E-03    0.16547E+03
    0.13771E-03    0.16868E+03
    0.14049E-03    0.17194E+03
    0.14333E-03    0.17528E+03
    0.14623E-03    0.17867E+03
    0.14918E-03    0.18213E+03
    0.15220E-03    0.18566E+03
    0.15527E-03    0.18926E+03
    0.15841E-03    0.19292E+03
    0.16161E-03    0.19666E+03
    0.16487E-03    0.20047E+03
    0.16820E-03    0.20435E+03
    0.17160E-03    0.20831E+03
    0.17507E-03    0.21234E+03
    0.17860E-03    0.21645E+03
    0.18221E-03    0.22064E+03
    0.18589E-03    0.22492E+03
    0.18965E-03    0.22927E+03
    0.19348E-03    0.23371E+03
    0.19739E-03    0.23823E+03
    0.20138E-03    0.24285E+03
    0.20544E-03    0.24755E+03
    0.20959E-03    0.25234E+03
    0.21383E-03    0.25722E+03
    0.21815E-03    0.26220E+03
    0.22255E-03    0.26728E+03
    0.22705E-03    0.27245E+03
    0.23164E-03    0.27772E+03
    0.23632E-03    0.28309E+03
    0.24109E-03    0.28857E+03
    0.24596E-03    0.29415E+03
    0.25093E-03    0.29984E+03
    0.25600E-03    0.30564E+03
    0.26117E-03    0.31155E+03
    0.26645E-03    0.31758E+03
    0.27183E-03    0.32372E+03
    0.27732E-03    0.32997E+03
    0.28292E-03    0.33635E+03
    0.28864E-03    0.34285E+03
    0.29447E-03    0.34948E+03
    0.30042E-03    0.35623E+03
    0.30649E-03    0.36311E+03
    0.31268E-03    0.37013E+03
    0.31899E-03    0.37728E+03
    0.32544E-03    0.38456E+03
    0.33201E-03    0.39199E+03
    0.33872E-03    0.39956E+03
    0.34556E-03    0.40727E+03
    0.35254E-03    0.41513E+03
    0.35966E-03    0.42314E+03
    0.36693E-03    0.43130E+03
    0.37434E-03    0.43961E+03
    0.38190E-03    0.44809E+03
    0.38962E-03    0.45673E+03
    0.39749E-03    0.46553E+03
    0.40552E-03    0.47450E+03
    0.41371E-03    0.48364E+03
    0.42207E-03    0.49295E+03
