#           k/h    P           
    0.10000E-03    0.24078E+03
    0.10202E-03    0.24545E+03
    0.10408E-03    0.25020E+03
    0.10618E-03    0.25505E+03
    0.10833E-03    0.26000E+03
    0.11052E-03    0.26504E+03
    0.11275E-03    0.27017E+03
    0.11503E-03    0.27541E+03
    0.11735E-03    0.28075E+03
    0.11972E-03    0.28619E+03
    0.12214E-03    0.29173E+03
    0.12461E-03    0.29739E+03
    0.12712E-03    0.30315E+03
    0.12969E-03    0.30902E+03
    0.13231E-03    0.31501E+03
    0.13499E-03    0.32112E+03
    0.13771E-03    0.32734E+03
    0.14049E-03    0.33368E+03
    0.14333E-03    0.34015E+03
    0.14623E-03    0.34674E+03
    0.14918E-03    0.35346E+03
    0.15220E-03    0.36030E+03
    0.15527E-03    0.36729E+03
    0.15841E-03    0.37440E+03
    0.16161E-03    0.38166E+03
    0.16487E-03    0.38905E+03
    0.16820E-03    0.39659E+03
    0.17160E-03    0.40427E+03
    0.17507E-03    0.41210E+03
    0.17860E-03    0.42008E+03
    0.18221E-03    0.42822E+03
    0.18589E-03    0.43651E+03
    0.18965E-03    0.44497E+03
    0.19348E-03    0.45359E+03
    0.19739E-03    0.46237E+03
    0.20138E-03    0.47132E+03
    0.20544E-03    0.48045E+03
    0.20959E-03    0.48975E+03
    0.21383E-03    0.49924E+03
    0.21815E-03    0.50890E+03
    0.22255E-03    0.51876E+03
    0.22705E-03    0.52880E+03
    0.23164E-03    0.53903E+03
    0.23632E-03    0.54947E+03
    0.24109E-03    0.56010E+03
    0.24596E-03    0.57094E+03
    0.25093E-03    0.58199E+03
    0.25600E-03    0.59325E+03
    0.26117E-03    0.60473E+03
    0.26645E-03    0.61642E+03
    0.27183E-03    0.62835E+03
    0.27732E-03    0.64050E+03
    0.28292E-03    0.65289E+03
    0.28864E-03    0.66551E+03
    0.29447E-03    0.67838E+03
    0.30042E-03    0.69149E+03
    0.30649E-03    0.70485E+03
    0.31268E-03    0.71847E+03
    0.31899E-03    0.73236E+03
    0.32544E-03    0.74650E+03
    0.33201E-03    0.76092E+03
    0.33872E-03    0.77561E+03
    0.34556E-03    0.79059E+03
    0.35254E-03    0.80585E+03
    0.35966E-03    0.82140E+03
    0.36693E-03    0.83725E+03
    0.37434E-03    0.85340E+03
    0.38190E-03    0.86985E+03
    0.38962E-03    0.88662E+03
    0.39749E-03    0.90371E+03
    0.40552E-03    0.92113E+03
    0.41371E-03    0.93887E+03
    0.42207E-03    0.95695E+03
    0.43060E-03    0.97537E+03
    0.43929E-03    0.99414E+03
    0.44817E-03    0.10133E+04
    0.45722E-03    0.10328E+04
    0.46646E-03    0.10526E+04
    0.47588E-03    0.10728E+04
    0.48550E-03    0.10934E+04
    0.49530E-03    0.11144E+04
    0.50531E-03    0.11358E+04
    0.51552E-03    0.11576E+04
    0.52593E-03    0.11798E+04
    0.53656E-03    0.12024E+04
    0.54739E-03    0.12254E+04
    0.55845E-03    0.12489E+04
    0.56973E-03    0.12728E+04
    0.58124E-03    0.12972E+04
    0.59299E-03    0.13219E+04
    0.60496E-03    0.13472E+04
    0.61719E-03    0.13729E+04
    0.62965E-03    0.13991E+04
    0.64237E-03    0.14258E+04
    0.65535E-03    0.14530E+04
    0.66859E-03    0.14806E+04
    0.68210E-03    0.15088E+04
    0.69588E-03    0.15375E+04
    0.70993E-03    0.15667E+04
    0.72427E-03    0.15964E+04
    0.73891E-03    0.16267E+04
    0.75383E-03    0.16576E+04
    0.76906E-03    0.16890E+04
    0.78460E-03    0.17209E+04
    0.80045E-03    0.17535E+04
    0.81662E-03    0.17866E+04
    0.83311E-03    0.18203E+04
    0.84994E-03    0.18546E+04
    0.86711E-03    0.18896E+04
    0.88463E-03    0.19251E+04
    0.90250E-03    0.19613E+04
    0.92073E-03    0.19982E+04
    0.93933E-03    0.20357E+04
    0.95831E-03    0.20738E+04
    0.97767E-03    0.21126E+04
    0.99742E-03    0.21522E+04
    0.10176E-02    0.21924E+04
    0.10381E-02    0.22333E+04
    0.10591E-02    0.22749E+04
    0.10805E-02    0.23172E+04
    0.11023E-02    0.23603E+04
    0.11246E-02    0.24041E+04
    0.11473E-02    0.24487E+04
    0.11705E-02    0.24941E+04
    0.11941E-02    0.25402E+04
    0.12182E-02    0.25871E+04
    0.12429E-02    0.26348E+04
    0.12680E-02    0.26833E+04
    0.12936E-02    0.27326E+04
    0.13197E-02    0.27827E+04
