#           k/h    P           
    0.10000E-03    0.17414E+03
    0.10202E-03    0.17751E+03
    0.10408E-03    0.18095E+03
    0.10618E-03    0.18446E+03
    0.10833E-03    0.18803E+03
    0.11052E-03    0.19167E+03
    0.11275E-03    0.19539E+03
    0.11503E-03    0.19917E+03
    0.11735E-03    0.20303E+03
    0.11972E-03    0.20696E+03
    0.12214E-03    0.21097E+03
    0.12461E-03    0.21506E+03
    0.12712E-03    0.21923E+03
    0.12969E-03    0.22347E+03
    0.13231E-03    0.22780E+03
    0.13499E-03    0.23221E+03
    0.13771E-03    0.23671E+03
    0.14049E-03    0.24130E+03
    0.14333E-03    0.24597E+03
    0.14623E-03    0.25073E+03
    0.14918E-03    0.25559E+03
    0.15220E-03    0.26054E+03
    0.15527E-03    0.26558E+03
    0.15841E-03    0.27073E+03
    0.16161E-03    0.27597E+03
    0.16487E-03    0.28131E+03
    0.16820E-03    0.28676E+03
    0.17160E-03    0.29231E+03
    0.17507E-03    0.29797E+03
    0.17860E-03    0.30374E+03
    0.18221E-03    0.30962E+03
    0.18589E-03    0.31561E+03
    0.18965E-03    0.32172E+03
    0.19348E-03    0.32795E+03
    0.19739E-03    0.33429E+03
    0.20138E-03    0.34076E+03
    0.20544E-03    0.34736E+03
    0.20959E-03    0.35408E+03
    0.21383E-03    0.36093E+03
    0.21815E-03    0.36791E+03
    0.22255E-03    0.37503E+03
    0.22705E-03    0.38228E+03
    0.23164E-03    0.38967E+03
    0.23632E-03    0.39721E+03
    0.24109E-03    0.40489E+03
    0.24596E-03    0.41272E+03
    0.25093E-03    0.42070E+03
    0.25600E-03    0.42883E+03
    0.26117E-03    0.43712E+03
    0.26645E-03    0.44557E+03
    0.27183E-03    0.45418E+03
    0.27732E-03    0.46295E+03
    0.28292E-03    0.47190E+03
    0.28864E-03    0.48101E+03
    0.29447E-03    0.49030E+03
    0.30042E-03    0.49977E+03
    0.30649E-03    0.50942E+03
    0.31268E-03    0.51925E+03
    0.31899E-03    0.52928E+03
    0.32544E-03    0.53949E+03
    0.33201E-03    0.54990E+03
    0.33872E-03    0.56051E+03
    0.34556E-03    0.57132E+03
    0.35254E-03    0.58234E+03
    0.35966E-03    0.59356E+03
    0.36693E-03    0.60501E+03
    0.37434E-03    0.61666E+03
    0.38190E-03    0.62855E+03
    0.38962E-03    0.64065E+03
    0.39749E-03    0.65299E+03
    0.40552E-03    0.66556E+03
    0.41371E-03    0.67837E+03
    0.42207E-03    0.69143E+03
    0.43060E-03    0.70473E+03
    0.43929E-03    0.71828E+03
    0.44817E-03    0.73209E+03
    0.45722E-03    0.74616E+03
    0.46646E-03    0.76050E+03
    0.47588E-03    0.77510E+03
    0.48550E-03    0.78998E+03
    0.49530E-03    0.80514E+03
    0.50531E-03    0.82059E+03
    0.51552E-03    0.83633E+03
    0.52593E-03    0.85236E+03
    0.53656E-03    0.86869E+03
    0.54739E-03    0.88533E+03
    0.55845E-03    0.90228E+03
    0.56973E-03    0.91954E+03
    0.58124E-03    0.93713E+03
    0.59299E-03    0.95505E+03
    0.60496E-03    0.97330E+03
    0.61719E-03    0.99188E+03
    0.62965E-03    0.10108E+04
    0.64237E-03    0.10301E+04
    0.65535E-03    0.10497E+04
    0.66859E-03    0.10697E+04
    0.68210E-03    0.10901E+04
    0.69588E-03    0.11108E+04
    0.70993E-03    0.11320E+04
    0.72427E-03    0.11535E+04
    0.73891E-03    0.11754E+04
    0.75383E-03    0.11977E+04
    0.76906E-03    0.12204E+04
    0.78460E-03    0.12435E+04
    0.80045E-03    0.12671E+04
    0.81662E-03    0.12910E+04
    0.83311E-03    0.13154E+04
    0.84994E-03    0.13403E+04
    0.86711E-03    0.13656E+04
    0.88463E-03    0.13913E+04
    0.90250E-03    0.14175E+04
    0.92073E-03    0.14442E+04
    0.93933E-03    0.14713E+04
    0.95831E-03    0.14990E+04
    0.97767E-03    0.15271E+04
    0.99742E-03    0.15557E+04
    0.10176E-02    0.15848E+04
    0.10381E-02    0.16144E+04
    0.10591E-02    0.16446E+04
    0.10805E-02    0.16752E+04
    0.11023E-02    0.17064E+04
    0.11246E-02    0.17382E+04
    0.11473E-02    0.17705E+04
    0.11705E-02    0.18033E+04
    0.11941E-02    0.18367E+04
    0.12182E-02    0.18707E+04
    0.12429E-02    0.19053E+04
    0.12680E-02    0.19404E+04
    0.12936E-02    0.19761E+04
    0.13197E-02    0.20125E+04
    0.13464E-02    0.20494E+04
    0.13736E-02    0.20870E+04
    0.14013E-02    0.21251E+04
    0.14296E-02    0.21639E+04
    0.14585E-02    0.22034E+04
    0.14880E-02    0.22435E+04
    0.15180E-02    0.22842E+04
    0.15487E-02    0.23256E+04
    0.15800E-02    0.23677E+04
    0.16119E-02    0.24104E+04
    0.16445E-02    0.24538E+04
    0.16777E-02    0.24979E+04
    0.17116E-02    0.25427E+04
    0.17462E-02    0.25882E+04
    0.17814E-02    0.26344E+04
    0.18174E-02    0.26813E+04
    0.18541E-02    0.27289E+04
    0.18916E-02    0.27772E+04
    0.19298E-02    0.28263E+04
    0.19688E-02    0.28761E+04
    0.20086E-02    0.29266E+04
    0.20491E-02    0.29779E+04
    0.20905E-02    0.30299E+04
    0.21328E-02    0.30826E+04
    0.21758E-02    0.31362E+04
    0.22198E-02    0.31904E+04
    0.22646E-02    0.32455E+04
    0.23104E-02    0.33013E+04
    0.23571E-02    0.33578E+04
    0.24047E-02    0.34152E+04
    0.24533E-02    0.34733E+04
    0.25028E-02    0.35322E+04
    0.25534E-02    0.35918E+04
    0.26050E-02    0.36522E+04
    0.26576E-02    0.37134E+04
    0.27113E-02    0.37754E+04
    0.27660E-02    0.38381E+04
    0.28219E-02    0.39016E+04
    0.28789E-02    0.39659E+04
    0.29371E-02    0.40310E+04
    0.29964E-02    0.40968E+04
    0.30569E-02    0.41634E+04
    0.31187E-02    0.42307E+04
    0.31817E-02    0.42988E+04
    0.32460E-02    0.43677E+04
    0.33115E-02    0.44372E+04
    0.33784E-02    0.45076E+04
    0.34467E-02    0.45786E+04
    0.35163E-02    0.46504E+04
    0.35874E-02    0.47229E+04
    0.36598E-02    0.47960E+04
    0.37338E-02    0.48699E+04
    0.38092E-02    0.49444E+04
    0.38861E-02    0.50197E+04
    0.39646E-02    0.50955E+04
    0.40447E-02    0.51720E+04
    0.41264E-02    0.52492E+04
    0.42098E-02    0.53269E+04
    0.42948E-02    0.54053E+04
    0.43816E-02    0.54842E+04
    0.44701E-02    0.55637E+04
    0.45604E-02    0.56437E+04
    0.46525E-02    0.57242E+04
    0.47465E-02    0.58053E+04
    0.48424E-02    0.58867E+04
    0.49402E-02    0.59687E+04
    0.50400E-02    0.60510E+04
    0.51419E-02    0.61338E+04
    0.52457E-02    0.62169E+04
    0.53517E-02    0.63003E+04
    0.54598E-02    0.63841E+04
    0.55701E-02    0.64681E+04
    0.56826E-02    0.65523E+04
    0.57974E-02    0.66368E+04
    0.59145E-02    0.67214E+04
    0.60340E-02    0.68063E+04
    0.61559E-02    0.68912E+04
    0.62803E-02    0.69760E+04
    0.64072E-02    0.70609E+04
    0.65366E-02    0.71456E+04
    0.66686E-02    0.72303E+04
    0.68033E-02    0.73148E+04
    0.69408E-02    0.73992E+04
    0.70810E-02    0.74832E+04
    0.72240E-02    0.75670E+04
    0.73700E-02    0.76504E+04
    0.75189E-02    0.77334E+04
    0.76708E-02    0.78159E+04
    0.78257E-02    0.78977E+04
    0.79838E-02    0.79790E+04
    0.81451E-02    0.80596E+04
    0.83096E-02    0.81396E+04
    0.84775E-02    0.82187E+04
    0.86488E-02    0.82970E+04
    0.88235E-02    0.83743E+04
    0.90017E-02    0.84506E+04
