1.067383209110292164e+01 1.320355237809595117e+01 1.522410024870069911e+01 1.689369428584240396e+01 1.830374706447251043e+01 1.951152385003058498e+01 2.055613783814520090e+01 2.146598743540133825e+01 2.226260974329409237e+01 2.296287052318162480e+01 2.358030228396683015e+01 2.412596994087026658e+01 2.460905716445433455e+01 2.503727877680909586e+01 2.541718004580273416e+01 2.575435972787673933e+01 2.605364008405171816e+01 2.631919901426816821e+01 2.655467448330475477e+01 2.676324825215096581e+01 2.694771386422168291e+01 2.711053245270586842e+01 2.725387898796024189e+01 2.737968092166487466e+01 2.748965071295947027e+01 2.758531338027555080e+01 2.766802997127165753e+01 2.773901765559305233e+01 2.779936700306150854e+01 2.785005690089981911e+01 2.789196747899391937e+01 2.792589134579739962e+01 2.795254338484178902e+01 2.797256931968101767e+01 2.798655322110862187e+01 2.799502410277496622e+01 2.799846172871274774e+01 2.799730173753187046e+01 2.799194016605402524e+01 2.798273748626425927e+01 2.797002213043962016e+01 2.795409367749595830e+01 2.793522566448159239e+01 2.791366809805861493e+01 2.788964969713225273e+01 2.786337989831634232e+01 2.783505065183650018e+01 2.780483803195965109e+01 2.777290368301476420e+01 2.773939611945838379e+01 2.770445189617861459e+01 2.766819666327278426e+01 2.763074611783114776e+01 2.759220686377848963e+01 2.755267718953293254e+01 2.751224777211328032e+01 2.747100231533842418e+01 2.742901812889792268e+01 2.738636665431304706e+01 2.734311394314049437e+01
9.767997163088722345e+00 1.202957897267282661e+01 1.383826233335325462e+01 1.533243394293226913e+01 1.659362165493147145e+01 1.767314190649544869e+01 1.860611008776626107e+01 1.941804346928495661e+01 2.012830173001097123e+01 2.075204806498565091e+01 2.130144953719251788e+01 2.178645447332315399e+01 2.221531939164951197e+01 2.259497976789975127e+01 2.293131918930958690e+01 2.322936996735374393e+01 2.349346606802955151e+01 2.372736197009434278e+01 2.393432659758365944e+01 2.411721863460897453e+01 2.427854767472757302e+01 2.442052441353597914e+01 2.454510224099322002e+01 2.465401199421593859e+01 2.474879120721114845e+01 2.483080888667244324e+01 2.490128661678010502e+01 2.496131662701728970e+01 2.501187732910332073e+01 2.505384673104423143e+01 2.508801406016486624e+01 2.511508986724095394e+01 2.513571483648686566e+01 2.515046748825413303e+01 2.515987093071794334e+01 2.516439879190826900e+01 2.516448044312787502e+01 2.516050560789475199e+01 2.515282843084938591e+01 2.514177110887715827e+01 2.512762706209538521e+01 2.511066379993821585e+01 2.509112545014594176e+01 2.506923501785128039e+01 2.504519640279374215e+01 2.501919620315531390e+01 2.499140533083813054e+01 2.496198045984778702e+01 2.493106532672872433e+01 2.489879189965062523e+01 2.486528143071389607e+01 2.483064540428136979e+01 2.479498639261288773e+01 2.475839882874774034e+01 2.472096970541812766e+01 2.468277920776208489e+01 2.464390128671585245e+01 2.460440417918843892e+01 2.456435088043699011e+01 2.452379957346177264e+01
8.941366934914933395e+00 1.096249039508159129e+01 1.258119574770454996e+01 1.391815822437518690e+01 1.504602656860625132e+01 1.601076543482006187e+01 1.684389182876565272e+01 1.756832935760039049e+01 1.820147751918240075e+01 1.875696687402068363e+01 1.924573539431129632e+01 1.967672637830043669e+01 2.005736186523611053e+01 2.039387591143708178e+01 2.069155660443658107e+01 2.095492648103881450e+01 2.118788007681613195e+01 2.139379083463198228e+01 2.157559559326158194e+01 2.173586232807941343e+01 2.187684514828950100e+01 2.200052943719466825e+01 2.210866925569698793e+01 2.220281859332371255e+01 2.228435766934977380e+01 2.235451521002664776e+01 2.241438742437085452e+01 2.246495424892797743e+01 2.250709331680374703e+01 2.254159201796152345e+01 2.256915794926616314e+01 2.259042799898955067e+01 2.260597626787727066e+01 2.261632099477905555e+01 2.262193062733331672e+01 2.262322915578891624e+01 2.262060080980819166e+01 2.261439420278804846e+01 2.260492599071470110e+01 2.259248413730738747e+01 2.257733076558589147e+01 2.255970473512325114e+01 2.253982391623619108e+01 2.251788722143563604e+01 2.249407641934683966e+01 2.246855775671314603e+01 2.244148341079729292e+01 2.241299279165786018e+01 2.238321371133629611e+01 2.235226343488085021e+01 2.232024962630852372e+01 2.228727120102328030e+01 2.225341909483382352e+01 2.221877695851637213e+01 2.218342178582437185e+01 2.214742448193395674e+01 2.211085037851582058e+01 2.207375970092466133e+01 2.203620799238281691e+01 2.199824649949434274e+01
8.186839777918343941e+00 9.992358119958494100e+00 1.144072476049686671e+01 1.263680959770498724e+01 1.364528803762541820e+01 1.450731090858659122e+01 1.525115672169372338e+01 1.589741442088932111e+01 1.646171903341055653e+01 1.695632156875537433e+01 1.739105374391407466e+01 1.777395433070405062e+01 1.811169438121586950e+01 1.840987674368565408e+01 1.867325363852639342e+01 1.890588889420697072e+01 1.911128165059944806e+01 1.929246251155626979e+01 1.945206953414405504e+01 1.959240915344629030e+01 1.971550564396498473e+01 1.982314171391341162e+01 1.991689213975660522e+01 1.999815186640938691e+01 2.006815965512525324e+01 2.012801811228033699e+01 2.017871074908621409e+01 2.022111658543899537e+01 2.025602270750160017e+01 2.028413510915248352e+01 2.030608808576785762e+01 2.032245240042018963e+01 2.033374240422820378e+01 2.034042226191516178e+01 2.034291140887854255e+01 2.034158934594330859e+01 2.033679986147735974e+01 2.032885475697622368e+01 2.031803713622036867e+01 2.030460434049756557e+01 2.028879051215855256e+01 2.027080891145949693e+01 2.025085396100629609e+01 2.022910307195410340e+01 2.020571827462768155e+01 2.018084767658349676e+01 2.015462676816918020e+01 2.012717959308763582e+01 2.009861979927888243e+01 2.006905158353788465e+01 2.003857054164613771e+01 2.000726443437345381e+01 1.997521387846961360e+01 1.994249297069045568e+01 1.990916985196385625e+01 1.987530721798165700e+01 1.984096278178495254e+01 1.980618969328245882e+01 1.977103692008827096e+01 1.973554959358028427e+01
7.497964648101572926e+00 9.110191820272618202e+00 1.040584218519837911e+01 1.147569330975819391e+01 1.237726301357653469e+01 1.314737298283252720e+01 1.381138748827759066e+01 1.438779414572906568e+01 1.489063981352429877e+01 1.533093384419316152e+01 1.571751234437354583e+01 1.605760008810209172e+01 1.635719234948963674e+01 1.662132401810558946e+01 1.685426517006188263e+01 1.705966693365297360e+01 1.724067272796055050e+01 1.740000473389562075e+01 1.754003223404838252e+01 1.766282640396233106e+01 1.777020479238312944e+01 1.786376782535128882e+01 1.794492904978784864e+01 1.801494039890120291e+01 1.807491345292119433e+01 1.812583744482776282e+01 1.816859459593604598e+01 1.820397324307659659e+01 1.823267912586610251e+01 1.825534513104923207e+01 1.827253973539365717e+01 1.828477434507717803e+01 1.829250969499715751e+01 1.829616144382791276e+01 1.829610507838064848e+01 1.829268022271090288e+01 1.828619443258889632e+01 1.827692654371722014e+01 1.826512962776293492e+01 1.825103363023153946e+01 1.823484767442129240e+01 1.821676214355173684e+01 1.819695051811333641e+01 1.817557101705173395e+01 1.815276806316013847e+01 1.812867359336635786e+01 1.810340823193634208e+01 1.807708234232671174e+01 1.804979697144775130e+01 1.802164469839573258e+01 1.799271039824003182e+01 1.796307193017327819e+01 1.793280075822197972e+01 1.790196251174877773e+01 1.787061749213409101e+01 1.783882113128834845e+01 1.780662440700044868e+01 1.777407421956397471e+01 1.774121373362520160e+01 1.770808268876123392e+01
6.868880371736386437e+00 8.307849398023639864e+00 9.466595778950585682e+00 1.042334370659998655e+01 1.122918799876763352e+01 1.191705785580858290e+01 1.250969544027269542e+01 1.302369724209361479e+01 1.347168075853093328e+01 1.386353788711150514e+01 1.420720877838392759e+01 1.450918574401883809e+01 1.477485601905573809e+01 1.500874350348026987e+01 1.521468451974539526e+01 1.539595893964578366e+01 1.555539020171729092e+01 1.569542306775417018e+01 1.581818507822209874e+01 1.592553582404669932e+01 1.601910694487100173e+01 1.610033495314097962e+01 1.617048842699144018e+01 1.623069072539524171e+01 1.628193910136040756e+01 1.632512088763760971e+01 1.636102728114314075e+01 1.639036514152300228e+01 1.641376713537861320e+01 1.643180049331696324e+01 1.644497459704182774e+01 1.645374757451598313e+01 1.645853205016974741e+01 1.645970017229070237e+01 1.645758801969124363e+01 1.645249947345796215e+01 1.644470962624623311e+01 1.643446779058711371e+01 1.642200015479594910e+01 1.640751215297676779e+01 1.639119053504695600e+01 1.637320523738470612e+01 1.635371103355938516e+01 1.633284900879088042e+01 1.631074787644669399e+01 1.628752515516206856e+01 1.626328822277437780e+01 1.623813526120659034e+01 1.621215610466351364e+01 1.618543300197563539e+01 1.615804130260156768e+01 1.613005007465292451e+01 1.610152266230754137e+01 1.607251718910933747e+01 1.604308701289505024e+01 1.601328113742673764e+01 1.598314458522890824e+01 1.595271873562227682e+01 1.592204163149937735e+01 1.589114825799553010e+01
6.294260688382742330e+00 7.577955752948934531e+00 8.613985810180997404e+00 9.469403805190498957e+00 1.018954295876005212e+01 1.080383334401415674e+01 1.133265819336770974e+01 1.179091222396587746e+01 1.218992661333489025e+01 1.253858766525520174e+01 1.284402932144692144e+01 1.311208485875068419e+01 1.334759447594962900e+01 1.355462238833673538e+01 1.373661474543729888e+01 1.389651748818912758e+01 1.403686626462907228e+01 1.415985634226281853e+01 1.426739786744723304e+01 1.436116017025157099e+01 1.444260772988880603e+01 1.451302968792632164e+01 1.457356429669320619e+01 1.462521934029047443e+01 1.466888931598362156e+01 1.470536998273091456e+01 1.473537075025156362e+01 1.475952528238051720e+01 1.477840061296236307e+01 1.479250501462503742e+01 1.480229481582712125e+01 1.480818032630689274e+01 1.481053100311505055e+01 1.480967996705936152e+01 1.480592796135906397e+01 1.479954682964804213e+01 1.479078257846432365e+01 1.477985807947264263e+01 1.476697545509462728e+01 1.475231820725727339e+01 1.473605307671444820e+01 1.471833172318853578e+01 1.469929220800039538e+01 1.467906031832756497e+01 1.465775074956553681e+01 1.463546816247957949e+01 1.461230812969223081e+01 1.458835798420316365e+01 1.456369758104731460e+01 1.453839998182359672e+01 1.451253207063782114e+01 1.448615510897300318e+01 1.445932523610390419e+01 1.443209392089352328e+01 1.440450837012847352e+01 1.437661189795606909e+01 1.434844426046519139e+01 1.432004195899764021e+01 1.429143851537534005e+01 1.426266472187720069e+01
5.769264497579561279e+00 6.913829431176231388e+00 7.839872685923978679e+00 8.604516790364103329e+00 9.247928797034322912e+00 9.796393977760468275e+00 1.026817371532273349e+01 1.067663151732415017e+01 1.103194107447282413e+01 1.134208383663590958e+01 1.161346835504119390e+01 1.185133499085222475e+01 1.206003183655707822e+01 1.224320962027204551e+01 1.240396356151621582e+01 1.254493928162112404e+01 1.266841362558399453e+01 1.277635751372605100e+01 1.287048562458405776e+01 1.295229623006646236e+01 1.302310353222521577e+01 1.308406419773456619e+01 1.313619933738279855e+01 1.318041286344068297e+01 1.321750693343529903e+01 1.324819502611295086e+01 1.327311307546142416e+01 1.329282899902400494e+01 1.330785088882140599e+01 1.331863408109115632e+01 1.332558728060925013e+01 1.332907788362360790e+01 1.332943661827981785e+01 1.332696160130422669e+01 1.332192189348466727e+01 1.331456062329989898e+01 1.330509773725147404e+01 1.329373242655415410e+01 1.328064526944173984e+01 1.326600014271157058e+01 1.324994589130590761e+01 1.323261783692702309e+01 1.321413910928379387e+01 1.319462183507496711e+01 1.317416819955605511e+01 1.315287139564385299e+01 1.313081647363580373e+01 1.310808110294452433e+01 1.308473625582156252e+01 1.306084682181084489e+01 1.303647216060441316e+01 1.301166660004768083e+01 1.298647988523691055e+01 1.296095758395133402e+01 1.293514145305160490e+01 1.290906976994238065e+01 1.288277763272956733e+01 1.285629723229343035e+01 1.282965809913905453e+01 1.280288732756903691e+01
5.289490809783305991e+00 6.309416380754862885e+00 7.136893640678268369e+00 7.820228244722842170e+00 8.394957027147370354e+00 8.884539597684229406e+00 9.305329047862695546e+00 9.669311305884662033e+00 9.985618605171346474e+00 1.026141825995695278e+01 1.050246620299760814e+01 1.071346941229026406e+01 1.089833333011431371e+01 1.106033679058757535e+01 1.120225941496394739e+01 1.132647676665865788e+01 1.143503298671701707e+01 1.152969728997829790e+01 1.161200862905682385e+01 1.168331150722717560e+01 1.174478505019789765e+01 1.179746686070869899e+01 1.184227277704952819e+01 1.188001337419755821e+01 1.191140784473060066e+01 1.193709575039329707e+01 1.195764702739085728e+01 1.197357054787299369e+01 1.198532147898192157e+01 1.199330763396128496e+01 1.199789497343240008e+01 1.199941238638832708e+01 1.199815585782518923e+01 1.199439211182895626e+01 1.198836180433616860e+01 1.198028232791945591e+01 1.197035028123439915e+01 1.195874364775967003e+01 1.194562371911587206e+01 1.193113681112164137e+01 1.191541576258060076e+01 1.189858128950547034e+01 1.188074318005941343e+01 1.186200136178502440e+01 1.184244685440354239e+01 1.182216262164424414e+01 1.180122433384052627e+01 1.177970105152816238e+01 1.175765583900314049e+01 1.173514631568673927e+01 1.171222515218690141e+01 1.168894051711390780e+01 1.166533647998594247e+01 1.164145337493152610e+01 1.161732812934716819e+01 1.159299456118963256e+01 1.156848364816232255e+01 1.154382377168816554e+01 1.151904093823812225e+01 1.149415898030060212e+01
4.850937950159335266e+00 5.759230117670313120e+00 6.498387588883881349e+00 7.108898039361004173e+00 7.622150416373576931e+00 8.059066087896185948e+00 8.434282212403740431e+00 8.758545509676469720e+00 9.040051248877725598e+00 9.285234297288655014e+00 9.499263491161624273e+00 9.686366022564399714e+00 9.850049206553066483e+00 9.993257426402564647e+00 1.011848651108176256e+01 1.022786920788182030e+01 1.032324044857574741e+01 1.040618812492932754e+01 1.047809323561091865e+01 1.054016207944527750e+01 1.059345238940438172e+01 1.063889477620716839e+01 1.067731048893487156e+01 1.070942624655937792e+01 1.073588671323928700e+01 1.075726505883144490e+01 1.077407194914963462e+01 1.078676323803406412e+01 1.079574657835455831e+01 1.080138712690478542e+01 1.080401248540674608e+01 1.080391699415147500e+01 1.080136547443834161e+01 1.079659649968719037e+01 1.078982526196026548e+01 1.078124608995225486e+01 1.077103466576670776e+01 1.075934998059555880e+01 1.074633606101732575e+01 1.073212350916676705e+01 1.071683084783379947e+01 1.070056573575175030e+01 1.068342603988938855e+01 1.066550079308646559e+01 1.064687104898540859e+01 1.062761064627438046e+01 1.060778689290369670e+01 1.058746117933896969e+01 1.056668952896986013e+01 1.054552309269369736e+01 1.052400859386163567e+01 1.050218872902589062e+01 1.048010252927701558e+01 1.045778568639653905e+01 1.043527084755741008e+01 1.041258788187476192e+01 1.038976412173289887e+01 1.036682458148436758e+01 1.034379215582735689e+01 1.032068779991256946e+01
