#           k/h    P           
    0.10000E-03    0.44830E+02
    0.10202E-03    0.45698E+02
    0.10408E-03    0.46584E+02
    0.10618E-03    0.47487E+02
    0.10833E-03    0.48407E+02
    0.11052E-03    0.49345E+02
    0.11275E-03    0.50301E+02
    0.11503E-03    0.51275E+02
    0.11735E-03    0.52269E+02
    0.11972E-03    0.53282E+02
    0.12214E-03    0.54314E+02
    0.12461E-03    0.55366E+02
    0.12712E-03    0.56439E+02
    0.12969E-03    0.57533E+02
    0.13231E-03    0.58647E+02
    0.13499E-03    0.59783E+02
    0.13771E-03    0.60941E+02
    0.14049E-03    0.62122E+02
    0.14333E-03    0.63325E+02
    0.14623E-03    0.64552E+02
    0.14918E-03    0.65802E+02
    0.15220E-03    0.67077E+02
    0.15527E-03    0.68376E+02
    0.15841E-03    0.69700E+02
    0.16161E-03    0.71050E+02
    0.16487E-03    0.72426E+02
    0.16820E-03    0.73829E+02
    0.17160E-03    0.75259E+02
    0.17507E-03    0.76716E+02
    0.17860E-03    0.78201E+02
    0.18221E-03    0.79715E+02
    0.18589E-03    0.81259E+02
    0.18965E-03    0.82832E+02
    0.19348E-03    0.84436E+02
    0.19739E-03    0.86070E+02
    0.20138E-03    0.87736E+02
    0.20544E-03    0.89434E+02
    0.20959E-03    0.91165E+02
    0.21383E-03    0.92930E+02
    0.21815E-03    0.94728E+02
    0.22255E-03    0.96561E+02
    0.22705E-03    0.98430E+02
    0.23164E-03    0.10033E+03
    0.23632E-03    0.10228E+03
    0.24109E-03    0.10425E+03
    0.24596E-03    0.10627E+03
    0.25093E-03    0.10833E+03
    0.25600E-03    0.11042E+03
    0.26117E-03    0.11256E+03
    0.26645E-03    0.11473E+03
    0.27183E-03    0.11695E+03
    0.27732E-03    0.11921E+03
    0.28292E-03    0.12152E+03
    0.28864E-03    0.12386E+03
    0.29447E-03    0.12626E+03
    0.30042E-03    0.12870E+03
    0.30649E-03    0.13118E+03
    0.31268E-03    0.13372E+03
    0.31899E-03    0.13630E+03
    0.32544E-03    0.13893E+03
    0.33201E-03    0.14162E+03
    0.33872E-03    0.14435E+03
    0.34556E-03    0.14714E+03
    0.35254E-03    0.14998E+03
    0.35966E-03    0.15287E+03
    0.36693E-03    0.15582E+03
    0.37434E-03    0.15882E+03
    0.38190E-03    0.16189E+03
    0.38962E-03    0.16501E+03
    0.39749E-03    0.16819E+03
    0.40552E-03    0.17143E+03
    0.41371E-03    0.17473E+03
    0.42207E-03    0.17810E+03
    0.43060E-03    0.18153E+03
    0.43929E-03    0.18502E+03
    0.44817E-03    0.18859E+03
    0.45722E-03    0.19221E+03
    0.46646E-03    0.19591E+03
    0.47588E-03    0.19968E+03
    0.48550E-03    0.20352E+03
    0.49530E-03    0.20743E+03
    0.50531E-03    0.21141E+03
    0.51552E-03    0.21547E+03
    0.52593E-03    0.21961E+03
    0.53656E-03    0.22382E+03
    0.54739E-03    0.22812E+03
    0.55845E-03    0.23249E+03
    0.56973E-03    0.23694E+03
    0.58124E-03    0.24148E+03
    0.59299E-03    0.24611E+03
    0.60496E-03    0.25082E+03
    0.61719E-03    0.25561E+03
    0.62965E-03    0.26050E+03
    0.64237E-03    0.26548E+03
    0.65535E-03    0.27055E+03
    0.66859E-03    0.27571E+03
    0.68210E-03    0.28097E+03
    0.69588E-03    0.28633E+03
    0.70993E-03    0.29178E+03
    0.72427E-03    0.29734E+03
    0.73891E-03    0.30299E+03
    0.75383E-03    0.30875E+03
    0.76906E-03    0.31462E+03
    0.78460E-03    0.32059E+03
    0.80045E-03    0.32667E+03
    0.81662E-03    0.33286E+03
    0.83311E-03    0.33917E+03
    0.84994E-03    0.34558E+03
    0.86711E-03    0.35212E+03
    0.88463E-03    0.35877E+03
    0.90250E-03    0.36554E+03
    0.92073E-03    0.37243E+03
    0.93933E-03    0.37944E+03
    0.95831E-03    0.38658E+03
    0.97767E-03    0.39384E+03
    0.99742E-03    0.40123E+03
    0.10176E-02    0.40875E+03
    0.10381E-02    0.41641E+03
    0.10591E-02    0.42420E+03
    0.10805E-02    0.43212E+03
    0.11023E-02    0.44018E+03
    0.11246E-02    0.44838E+03
    0.11473E-02    0.45673E+03
    0.11705E-02    0.46521E+03
    0.11941E-02    0.47384E+03
    0.12182E-02    0.48262E+03
    0.12429E-02    0.49155E+03
    0.12680E-02    0.50063E+03
    0.12936E-02    0.50986E+03
    0.13197E-02    0.51924E+03
    0.13464E-02    0.52879E+03
    0.13736E-02    0.53849E+03
    0.14013E-02    0.54835E+03
    0.14296E-02    0.55837E+03
    0.14585E-02    0.56856E+03
    0.14880E-02    0.57892E+03
    0.15180E-02    0.58944E+03
    0.15487E-02    0.60013E+03
    0.15800E-02    0.61099E+03
    0.16119E-02    0.62203E+03
    0.16445E-02    0.63324E+03
    0.16777E-02    0.64463E+03
    0.17116E-02    0.65620E+03
    0.17462E-02    0.66794E+03
    0.17814E-02    0.67987E+03
    0.18174E-02    0.69198E+03
    0.18541E-02    0.70428E+03
    0.18916E-02    0.71676E+03
    0.19298E-02    0.72943E+03
    0.19688E-02    0.74229E+03
    0.20086E-02    0.75533E+03
    0.20491E-02    0.76857E+03
    0.20905E-02    0.78200E+03
    0.21328E-02    0.79563E+03
    0.21758E-02    0.80945E+03
    0.22198E-02    0.82347E+03
    0.22646E-02    0.83768E+03
    0.23104E-02    0.85209E+03
    0.23571E-02    0.86670E+03
    0.24047E-02    0.88150E+03
    0.24533E-02    0.89651E+03
    0.25028E-02    0.91171E+03
    0.25534E-02    0.92712E+03
    0.26050E-02    0.94272E+03
    0.26576E-02    0.95852E+03
    0.27113E-02    0.97453E+03
    0.27660E-02    0.99073E+03
    0.28219E-02    0.10071E+04
    0.28789E-02    0.10237E+04
    0.29371E-02    0.10405E+04
    0.29964E-02    0.10575E+04
    0.30569E-02    0.10747E+04
    0.31187E-02    0.10921E+04
    0.31817E-02    0.11097E+04
    0.32460E-02    0.11275E+04
    0.33115E-02    0.11455E+04
    0.33784E-02    0.11636E+04
    0.34467E-02    0.11820E+04
    0.35163E-02    0.12005E+04
    0.35874E-02    0.12192E+04
    0.36598E-02    0.12382E+04
    0.37338E-02    0.12572E+04
    0.38092E-02    0.12765E+04
    0.38861E-02    0.12959E+04
    0.39646E-02    0.13155E+04
    0.40447E-02    0.13353E+04
    0.41264E-02    0.13552E+04
    0.42098E-02    0.13753E+04
    0.42948E-02    0.13956E+04
    0.43816E-02    0.14159E+04
    0.44701E-02    0.14365E+04
    0.45604E-02    0.14572E+04
    0.46525E-02    0.14780E+04
    0.47465E-02    0.14989E+04
    0.48424E-02    0.15200E+04
    0.49402E-02    0.15411E+04
    0.50400E-02    0.15624E+04
    0.51419E-02    0.15838E+04
    0.52457E-02    0.16053E+04
    0.53517E-02    0.16268E+04
    0.54598E-02    0.16485E+04
    0.55701E-02    0.16702E+04
    0.56826E-02    0.16920E+04
    0.57974E-02    0.17138E+04
    0.59145E-02    0.17357E+04
    0.60340E-02    0.17577E+04
    0.61559E-02    0.17796E+04
    0.62803E-02    0.18015E+04
    0.64072E-02    0.18235E+04
    0.65366E-02    0.18454E+04
    0.66686E-02    0.18673E+04
    0.68033E-02    0.18891E+04
    0.69408E-02    0.19109E+04
    0.70810E-02    0.19327E+04
    0.72240E-02    0.19544E+04
    0.73700E-02    0.19759E+04
    0.75189E-02    0.19974E+04
    0.76708E-02    0.20187E+04
    0.78257E-02    0.20399E+04
    0.79838E-02    0.20609E+04
    0.81451E-02    0.20818E+04
    0.83096E-02    0.21025E+04
    0.84775E-02    0.21230E+04
    0.86488E-02    0.21432E+04
    0.88235E-02    0.21632E+04
    0.90017E-02    0.21830E+04
    0.91836E-02    0.22024E+04
    0.93691E-02    0.22216E+04
    0.95583E-02    0.22405E+04
    0.97514E-02    0.22590E+04
    0.99484E-02    0.22771E+04
    0.10149E-01    0.22948E+04
    0.10354E-01    0.23122E+04
    0.10564E-01    0.23291E+04
    0.10777E-01    0.23455E+04
    0.10995E-01    0.23615E+04
    0.11217E-01    0.23769E+04
    0.11443E-01    0.23918E+04
    0.11675E-01    0.24062E+04
    0.11910E-01    0.24199E+04
    0.12151E-01    0.24331E+04
    0.12397E-01    0.24456E+04
    0.12647E-01    0.24575E+04
    0.12902E-01    0.24686E+04
    0.13163E-01    0.24791E+04
    0.13429E-01    0.24888E+04
    0.13700E-01    0.24977E+04
    0.13977E-01    0.25059E+04
