#           k/h    P           
    0.10000E-03    0.71581E+02
    0.10202E-03    0.72968E+02
    0.10408E-03    0.74382E+02
    0.10618E-03    0.75823E+02
    0.10833E-03    0.77293E+02
    0.11052E-03    0.78790E+02
    0.11275E-03    0.80317E+02
    0.11503E-03    0.81873E+02
    0.11735E-03    0.83459E+02
    0.11972E-03    0.85076E+02
    0.12214E-03    0.86725E+02
    0.12461E-03    0.88405E+02
    0.12712E-03    0.90117E+02
    0.12969E-03    0.91863E+02
    0.13231E-03    0.93643E+02
    0.13499E-03    0.95457E+02
    0.13771E-03    0.97306E+02
    0.14049E-03    0.99191E+02
    0.14333E-03    0.10111E+03
    0.14623E-03    0.10307E+03
    0.14918E-03    0.10507E+03
    0.15220E-03    0.10710E+03
    0.15527E-03    0.10918E+03
    0.15841E-03    0.11129E+03
    0.16161E-03    0.11345E+03
    0.16487E-03    0.11564E+03
    0.16820E-03    0.11788E+03
    0.17160E-03    0.12016E+03
    0.17507E-03    0.12249E+03
    0.17860E-03    0.12486E+03
    0.18221E-03    0.12728E+03
    0.18589E-03    0.12974E+03
    0.18965E-03    0.13226E+03
    0.19348E-03    0.13482E+03
    0.19739E-03    0.13742E+03
    0.20138E-03    0.14008E+03
    0.20544E-03    0.14280E+03
    0.20959E-03    0.14556E+03
    0.21383E-03    0.14838E+03
    0.21815E-03    0.15125E+03
    0.22255E-03    0.15417E+03
    0.22705E-03    0.15716E+03
    0.23164E-03    0.16020E+03
    0.23632E-03    0.16329E+03
    0.24109E-03    0.16645E+03
    0.24596E-03    0.16967E+03
    0.25093E-03    0.17295E+03
    0.25600E-03    0.17630E+03
    0.26117E-03    0.17970E+03
    0.26645E-03    0.18318E+03
    0.27183E-03    0.18672E+03
    0.27732E-03    0.19033E+03
    0.28292E-03    0.19401E+03
    0.28864E-03    0.19776E+03
    0.29447E-03    0.20158E+03
    0.30042E-03    0.20547E+03
    0.30649E-03    0.20944E+03
    0.31268E-03    0.21348E+03
    0.31899E-03    0.21760E+03
    0.32544E-03    0.22181E+03
    0.33201E-03    0.22609E+03
    0.33872E-03    0.23045E+03
    0.34556E-03    0.23490E+03
    0.35254E-03    0.23943E+03
    0.35966E-03    0.24405E+03
    0.36693E-03    0.24875E+03
    0.37434E-03    0.25355E+03
    0.38190E-03    0.25844E+03
    0.38962E-03    0.26342E+03
    0.39749E-03    0.26849E+03
    0.40552E-03    0.27366E+03
    0.41371E-03    0.27894E+03
    0.42207E-03    0.28431E+03
    0.43060E-03    0.28978E+03
    0.43929E-03    0.29535E+03
    0.44817E-03    0.30104E+03
    0.45722E-03    0.30683E+03
    0.46646E-03    0.31272E+03
    0.47588E-03    0.31873E+03
    0.48550E-03    0.32486E+03
    0.49530E-03    0.33110E+03
    0.50531E-03    0.33745E+03
    0.51552E-03    0.34393E+03
    0.52593E-03    0.35053E+03
    0.53656E-03    0.35725E+03
    0.54739E-03    0.36410E+03
    0.55845E-03    0.37107E+03
    0.56973E-03    0.37818E+03
    0.58124E-03    0.38542E+03
    0.59299E-03    0.39280E+03
    0.60496E-03    0.40031E+03
    0.61719E-03    0.40796E+03
    0.62965E-03    0.41575E+03
    0.64237E-03    0.42369E+03
    0.65535E-03    0.43178E+03
    0.66859E-03    0.44001E+03
    0.68210E-03    0.44840E+03
    0.69588E-03    0.45694E+03
    0.70993E-03    0.46564E+03
    0.72427E-03    0.47450E+03
    0.73891E-03    0.48352E+03
    0.75383E-03    0.49270E+03
    0.76906E-03    0.50205E+03
    0.78460E-03    0.51158E+03
    0.80045E-03    0.52127E+03
    0.81662E-03    0.53114E+03
    0.83311E-03    0.54119E+03
    0.84994E-03    0.55142E+03
    0.86711E-03    0.56184E+03
    0.88463E-03    0.57244E+03
    0.90250E-03    0.58324E+03
    0.92073E-03    0.59422E+03
    0.93933E-03    0.60540E+03
    0.95831E-03    0.61678E+03
    0.97767E-03    0.62836E+03
    0.99742E-03    0.64014E+03
    0.10176E-02    0.65214E+03
    0.10381E-02    0.66434E+03
    0.10591E-02    0.67675E+03
    0.10805E-02    0.68939E+03
    0.11023E-02    0.70224E+03
    0.11246E-02    0.71531E+03
    0.11473E-02    0.72861E+03
    0.11705E-02    0.74214E+03
    0.11941E-02    0.75590E+03
    0.12182E-02    0.76990E+03
    0.12429E-02    0.78413E+03
    0.12680E-02    0.79860E+03
    0.12936E-02    0.81332E+03
    0.13197E-02    0.82829E+03
    0.13464E-02    0.84350E+03
    0.13736E-02    0.85897E+03
    0.14013E-02    0.87469E+03
    0.14296E-02    0.89067E+03
    0.14585E-02    0.90692E+03
    0.14880E-02    0.92343E+03
    0.15180E-02    0.94021E+03
    0.15487E-02    0.95726E+03
    0.15800E-02    0.97458E+03
    0.16119E-02    0.99218E+03
    0.16445E-02    0.10101E+04
    0.16777E-02    0.10282E+04
    0.17116E-02    0.10467E+04
    0.17462E-02    0.10654E+04
    0.17814E-02    0.10844E+04
    0.18174E-02    0.11037E+04
    0.18541E-02    0.11233E+04
    0.18916E-02    0.11432E+04
    0.19298E-02    0.11634E+04
    0.19688E-02    0.11840E+04
    0.20086E-02    0.12048E+04
    0.20491E-02    0.12259E+04
    0.20905E-02    0.12473E+04
    0.21328E-02    0.12690E+04
    0.21758E-02    0.12911E+04
    0.22198E-02    0.13134E+04
    0.22646E-02    0.13361E+04
    0.23104E-02    0.13591E+04
    0.23571E-02    0.13824E+04
    0.24047E-02    0.14060E+04
    0.24533E-02    0.14299E+04
    0.25028E-02    0.14541E+04
    0.25534E-02    0.14787E+04
    0.26050E-02    0.15036E+04
    0.26576E-02    0.15288E+04
    0.27113E-02    0.15543E+04
    0.27660E-02    0.15802E+04
    0.28219E-02    0.16063E+04
    0.28789E-02    0.16328E+04
    0.29371E-02    0.16596E+04
    0.29964E-02    0.16867E+04
