#           k/h    P           
    0.10000E-03    0.76175E+02
    0.10202E-03    0.77651E+02
    0.10408E-03    0.79156E+02
    0.10618E-03    0.80689E+02
    0.10833E-03    0.82253E+02
    0.11052E-03    0.83847E+02
    0.11275E-03    0.85471E+02
    0.11503E-03    0.87127E+02
    0.11735E-03    0.88815E+02
    0.11972E-03    0.90536E+02
    0.12214E-03    0.92290E+02
    0.12461E-03    0.94078E+02
    0.12712E-03    0.95901E+02
    0.12969E-03    0.97759E+02
    0.13231E-03    0.99652E+02
    0.13499E-03    0.10158E+03
    0.13771E-03    0.10355E+03
    0.14049E-03    0.10556E+03
    0.14333E-03    0.10760E+03
    0.14623E-03    0.10968E+03
    0.14918E-03    0.11181E+03
    0.15220E-03    0.11397E+03
    0.15527E-03    0.11618E+03
    0.15841E-03    0.11843E+03
    0.16161E-03    0.12073E+03
    0.16487E-03    0.12306E+03
    0.16820E-03    0.12545E+03
    0.17160E-03    0.12788E+03
    0.17507E-03    0.13035E+03
    0.17860E-03    0.13287E+03
    0.18221E-03    0.13545E+03
    0.18589E-03    0.13807E+03
    0.18965E-03    0.14074E+03
    0.19348E-03    0.14347E+03
    0.19739E-03    0.14624E+03
    0.20138E-03    0.14907E+03
    0.20544E-03    0.15196E+03
    0.20959E-03    0.15490E+03
    0.21383E-03    0.15790E+03
    0.21815E-03    0.16095E+03
    0.22255E-03    0.16407E+03
    0.22705E-03    0.16724E+03
    0.23164E-03    0.17048E+03
    0.23632E-03    0.17377E+03
    0.24109E-03    0.17713E+03
    0.24596E-03    0.18056E+03
    0.25093E-03    0.18405E+03
    0.25600E-03    0.18761E+03
    0.26117E-03    0.19124E+03
    0.26645E-03    0.19493E+03
    0.27183E-03    0.19870E+03
    0.27732E-03    0.20254E+03
    0.28292E-03    0.20646E+03
    0.28864E-03    0.21044E+03
    0.29447E-03    0.21451E+03
    0.30042E-03    0.21865E+03
    0.30649E-03    0.22288E+03
    0.31268E-03    0.22718E+03
    0.31899E-03    0.23157E+03
    0.32544E-03    0.23604E+03
    0.33201E-03    0.24059E+03
    0.33872E-03    0.24524E+03
    0.34556E-03    0.24997E+03
    0.35254E-03    0.25479E+03
    0.35966E-03    0.25970E+03
    0.36693E-03    0.26471E+03
    0.37434E-03    0.26982E+03
    0.38190E-03    0.27502E+03
    0.38962E-03    0.28032E+03
    0.39749E-03    0.28572E+03
    0.40552E-03    0.29122E+03
    0.41371E-03    0.29683E+03
    0.42207E-03    0.30254E+03
    0.43060E-03    0.30837E+03
    0.43929E-03    0.31430E+03
    0.44817E-03    0.32035E+03
    0.45722E-03    0.32651E+03
    0.46646E-03    0.33279E+03
    0.47588E-03    0.33918E+03
    0.48550E-03    0.34570E+03
    0.49530E-03    0.35234E+03
    0.50531E-03    0.35910E+03
    0.51552E-03    0.36599E+03
    0.52593E-03    0.37301E+03
    0.53656E-03    0.38016E+03
    0.54739E-03    0.38745E+03
    0.55845E-03    0.39487E+03
    0.56973E-03    0.40244E+03
    0.58124E-03    0.41014E+03
    0.59299E-03    0.41799E+03
    0.60496E-03    0.42598E+03
    0.61719E-03    0.43412E+03
    0.62965E-03    0.44242E+03
    0.64237E-03    0.45086E+03
    0.65535E-03    0.45947E+03
    0.66859E-03    0.46823E+03
    0.68210E-03    0.47715E+03
    0.69588E-03    0.48624E+03
    0.70993E-03    0.49550E+03
    0.72427E-03    0.50492E+03
    0.73891E-03    0.51452E+03
    0.75383E-03    0.52429E+03
    0.76906E-03    0.53424E+03
    0.78460E-03    0.54437E+03
    0.80045E-03    0.55469E+03
    0.81662E-03    0.56519E+03
    0.83311E-03    0.57589E+03
    0.84994E-03    0.58677E+03
    0.86711E-03    0.59786E+03
    0.88463E-03    0.60914E+03
    0.90250E-03    0.62062E+03
    0.92073E-03    0.63231E+03
    0.93933E-03    0.64420E+03
    0.95831E-03    0.65631E+03
    0.97767E-03    0.66863E+03
    0.99742E-03    0.68117E+03
    0.10176E-02    0.69393E+03
    0.10381E-02    0.70691E+03
    0.10591E-02    0.72012E+03
    0.10805E-02    0.73356E+03
    0.11023E-02    0.74724E+03
    0.11246E-02    0.76115E+03
    0.11473E-02    0.77530E+03
    0.11705E-02    0.78970E+03
    0.11941E-02    0.80434E+03
    0.12182E-02    0.81923E+03
    0.12429E-02    0.83437E+03
    0.12680E-02    0.84977E+03
    0.12936E-02    0.86543E+03
    0.13197E-02    0.88135E+03
    0.13464E-02    0.89754E+03
    0.13736E-02    0.91400E+03
    0.14013E-02    0.93073E+03
    0.14296E-02    0.94773E+03
    0.14585E-02    0.96502E+03
    0.14880E-02    0.98258E+03
    0.15180E-02    0.10004E+04
    0.15487E-02    0.10186E+04
    0.15800E-02    0.10370E+04
    0.16119E-02    0.10557E+04
    0.16445E-02    0.10748E+04
    0.16777E-02    0.10941E+04
    0.17116E-02    0.11137E+04
    0.17462E-02    0.11336E+04
    0.17814E-02    0.11539E+04
    0.18174E-02    0.11744E+04
    0.18541E-02    0.11953E+04
    0.18916E-02    0.12165E+04
    0.19298E-02    0.12380E+04
    0.19688E-02    0.12598E+04
    0.20086E-02    0.12819E+04
    0.20491E-02    0.13044E+04
    0.20905E-02    0.13272E+04
    0.21328E-02    0.13503E+04
    0.21758E-02    0.13737E+04
    0.22198E-02    0.13975E+04
    0.22646E-02    0.14216E+04
    0.23104E-02    0.14461E+04
    0.23571E-02    0.14709E+04
    0.24047E-02    0.14960E+04
    0.24533E-02    0.15215E+04
    0.25028E-02    0.15473E+04
    0.25534E-02    0.15734E+04
    0.26050E-02    0.15999E+04
    0.26576E-02    0.16267E+04
    0.27113E-02    0.16539E+04
    0.27660E-02    0.16814E+04
    0.28219E-02    0.17092E+04
    0.28789E-02    0.17374E+04
    0.29371E-02    0.17659E+04
    0.29964E-02    0.17947E+04
    0.30569E-02    0.18239E+04
    0.31187E-02    0.18534E+04
    0.31817E-02    0.18832E+04
    0.32460E-02    0.19134E+04
    0.33115E-02    0.19439E+04
    0.33784E-02    0.19747E+04
    0.34467E-02    0.20059E+04
    0.35163E-02    0.20373E+04
    0.35874E-02    0.20691E+04
    0.36598E-02    0.21012E+04
    0.37338E-02    0.21335E+04
    0.38092E-02    0.21662E+04
    0.38861E-02    0.21992E+04
    0.39646E-02    0.22324E+04
    0.40447E-02    0.22660E+04
    0.41264E-02    0.22998E+04
    0.42098E-02    0.23339E+04
    0.42948E-02    0.23682E+04
    0.43816E-02    0.24028E+04
    0.44701E-02    0.24376E+04
    0.45604E-02    0.24727E+04
    0.46525E-02    0.25080E+04
    0.47465E-02    0.25435E+04
    0.48424E-02    0.25792E+04
    0.49402E-02    0.26152E+04
    0.50400E-02    0.26513E+04
    0.51419E-02    0.26875E+04
    0.52457E-02    0.27240E+04
    0.53517E-02    0.27606E+04
    0.54598E-02    0.27973E+04
    0.55701E-02    0.28341E+04
    0.56826E-02    0.28710E+04
    0.57974E-02    0.29081E+04
    0.59145E-02    0.29452E+04
    0.60340E-02    0.29824E+04
    0.61559E-02    0.30196E+04
    0.62803E-02    0.30568E+04
    0.64072E-02    0.30940E+04
    0.65366E-02    0.31312E+04
    0.66686E-02    0.31683E+04
    0.68033E-02    0.32054E+04
    0.69408E-02    0.32424E+04
    0.70810E-02    0.32793E+04
    0.72240E-02    0.33160E+04
    0.73700E-02    0.33526E+04
    0.75189E-02    0.33890E+04
    0.76708E-02    0.34252E+04
    0.78257E-02    0.34611E+04
    0.79838E-02    0.34967E+04
    0.81451E-02    0.35321E+04
    0.83096E-02    0.35672E+04
    0.84775E-02    0.36019E+04
    0.86488E-02    0.36362E+04
    0.88235E-02    0.36701E+04
    0.90017E-02    0.37036E+04
    0.91836E-02    0.37366E+04
    0.93691E-02    0.37691E+04
    0.95583E-02    0.38010E+04
    0.97514E-02    0.38324E+04
    0.99484E-02    0.38631E+04
    0.10149E-01    0.38932E+04
    0.10354E-01    0.39226E+04
    0.10564E-01    0.39512E+04
    0.10777E-01    0.39790E+04
    0.10995E-01    0.40061E+04
    0.11217E-01    0.40322E+04
    0.11443E-01    0.40575E+04
    0.11675E-01    0.40818E+04
    0.11910E-01    0.41051E+04
    0.12151E-01    0.41274E+04
    0.12397E-01    0.41486E+04
    0.12647E-01    0.41687E+04
    0.12902E-01    0.41876E+04
    0.13163E-01    0.42053E+04
    0.13429E-01    0.42217E+04
    0.13700E-01    0.42368E+04
    0.13977E-01    0.42506E+04
    0.14259E-01    0.42629E+04
    0.14547E-01    0.42739E+04
    0.14841E-01    0.42833E+04
    0.15141E-01    0.42912E+04
    0.15447E-01    0.42975E+04
    0.15759E-01    0.43022E+04
    0.16077E-01    0.43052E+04
    0.16402E-01    0.43065E+04
    0.16734E-01    0.43060E+04
    0.17072E-01    0.43038E+04
    0.17416E-01    0.42998E+04
    0.17768E-01    0.42939E+04
    0.18127E-01    0.42861E+04
    0.18493E-01    0.42764E+04
    0.18867E-01    0.42647E+04
    0.19248E-01    0.42511E+04
    0.19637E-01    0.42355E+04
    0.20034E-01    0.42178E+04
    0.20438E-01    0.41982E+04
    0.20851E-01    0.41765E+04
    0.21272E-01    0.41529E+04
    0.21702E-01    0.41271E+04
    0.22141E-01    0.40994E+04
    0.22588E-01    0.40697E+04
    0.23044E-01    0.40379E+04
    0.23510E-01    0.40043E+04
    0.23985E-01    0.39686E+04
    0.24469E-01    0.39311E+04
    0.24964E-01    0.38917E+04
    0.25468E-01    0.38506E+04
    0.25982E-01    0.38077E+04
    0.26507E-01    0.37631E+04
    0.27043E-01    0.37169E+04
    0.27589E-01    0.36693E+04
    0.28146E-01    0.36202E+04
    0.28715E-01    0.35697E+04
    0.29295E-01    0.35181E+04
    0.29887E-01    0.34653E+04
    0.30490E-01    0.34116E+04
    0.31106E-01    0.33570E+04
    0.31735E-01    0.33017E+04
    0.32376E-01    0.32458E+04
    0.33030E-01    0.31895E+04
    0.33697E-01    0.31329E+04
    0.34378E-01    0.30761E+04
    0.35072E-01    0.30193E+04
    0.35781E-01    0.29628E+04
    0.36504E-01    0.29066E+04
    0.37241E-01    0.28506E+04
    0.37993E-01    0.27950E+04
    0.38761E-01    0.27398E+04
    0.39544E-01    0.26855E+04
    0.40343E-01    0.26323E+04
    0.41158E-01    0.25803E+04
    0.41989E-01    0.25297E+04
    0.42838E-01    0.24807E+04
    0.43703E-01    0.24332E+04
    0.44586E-01    0.23875E+04
    0.45486E-01    0.23435E+04
    0.46405E-01    0.23013E+04
    0.47343E-01    0.22609E+04
    0.48299E-01    0.22222E+04
    0.49275E-01    0.21852E+04
    0.50270E-01    0.21499E+04
    0.51286E-01    0.21161E+04
    0.52322E-01    0.20837E+04
    0.53379E-01    0.20526E+04
    0.54457E-01    0.20227E+04
    0.55557E-01    0.19938E+04
    0.56680E-01    0.19658E+04
    0.57825E-01    0.19383E+04
    0.58993E-01    0.19121E+04
    0.60184E-01    0.18874E+04
    0.61400E-01    0.18629E+04
    0.62641E-01    0.18375E+04
    0.63906E-01    0.18114E+04
    0.65197E-01    0.17849E+04
    0.66514E-01    0.17578E+04
    0.67858E-01    0.17296E+04
    0.69229E-01    0.17000E+04
    0.70627E-01    0.16687E+04
    0.72054E-01    0.16357E+04
    0.73510E-01    0.16007E+04
    0.74994E-01    0.15637E+04
    0.76509E-01    0.15247E+04
    0.78055E-01    0.14840E+04
    0.79632E-01    0.14416E+04
    0.81241E-01    0.13980E+04
    0.82882E-01    0.13534E+04
    0.84556E-01    0.13082E+04
    0.86264E-01    0.12630E+04
    0.88007E-01    0.12180E+04
    0.89785E-01    0.11736E+04
    0.91598E-01    0.11303E+04
    0.93449E-01    0.10885E+04
    0.95337E-01    0.10484E+04
    0.97263E-01    0.10103E+04
    0.99227E-01    0.97470E+03
    0.10123E+00    0.94169E+03
    0.10328E+00    0.91148E+03
    0.10536E+00    0.88417E+03
    0.10749E+00    0.85974E+03
