#           k/h    P           
    0.10000E-03    0.13492E+03
    0.10202E-03    0.13754E+03
    0.10408E-03    0.14020E+03
    0.10618E-03    0.14292E+03
    0.10833E-03    0.14569E+03
    0.11052E-03    0.14851E+03
    0.11275E-03    0.15139E+03
    0.11503E-03    0.15432E+03
    0.11735E-03    0.15731E+03
    0.11972E-03    0.16036E+03
    0.12214E-03    0.16347E+03
    0.12461E-03    0.16663E+03
    0.12712E-03    0.16986E+03
    0.12969E-03    0.17315E+03
    0.13231E-03    0.17650E+03
    0.13499E-03    0.17992E+03
    0.13771E-03    0.18341E+03
    0.14049E-03    0.18696E+03
    0.14333E-03    0.19058E+03
    0.14623E-03    0.19427E+03
    0.14918E-03    0.19804E+03
    0.15220E-03    0.20187E+03
    0.15527E-03    0.20578E+03
    0.15841E-03    0.20977E+03
    0.16161E-03    0.21383E+03
    0.16487E-03    0.21797E+03
    0.16820E-03    0.22219E+03
    0.17160E-03    0.22649E+03
    0.17507E-03    0.23087E+03
    0.17860E-03    0.23534E+03
    0.18221E-03    0.23990E+03
    0.18589E-03    0.24454E+03
    0.18965E-03    0.24928E+03
    0.19348E-03    0.25410E+03
    0.19739E-03    0.25902E+03
    0.20138E-03    0.26403E+03
    0.20544E-03    0.26914E+03
    0.20959E-03    0.27435E+03
    0.21383E-03    0.27966E+03
    0.21815E-03    0.28507E+03
    0.22255E-03    0.29058E+03
    0.22705E-03    0.29620E+03
    0.23164E-03    0.30193E+03
    0.23632E-03    0.30777E+03
    0.24109E-03    0.31372E+03
    0.24596E-03    0.31979E+03
    0.25093E-03    0.32597E+03
    0.25600E-03    0.33227E+03
    0.26117E-03    0.33870E+03
    0.26645E-03    0.34524E+03
    0.27183E-03    0.35192E+03
    0.27732E-03    0.35872E+03
    0.28292E-03    0.36565E+03
    0.28864E-03    0.37271E+03
    0.29447E-03    0.37991E+03
    0.30042E-03    0.38725E+03
    0.30649E-03    0.39472E+03
    0.31268E-03    0.40234E+03
    0.31899E-03    0.41011E+03
    0.32544E-03    0.41803E+03
    0.33201E-03    0.42609E+03
    0.33872E-03    0.43431E+03
    0.34556E-03    0.44269E+03
    0.35254E-03    0.45123E+03
    0.35966E-03    0.45993E+03
    0.36693E-03    0.46880E+03
    0.37434E-03    0.47783E+03
    0.38190E-03    0.48704E+03
    0.38962E-03    0.49642E+03
    0.39749E-03    0.50598E+03
    0.40552E-03    0.51573E+03
    0.41371E-03    0.52566E+03
    0.42207E-03    0.53577E+03
    0.43060E-03    0.54608E+03
    0.43929E-03    0.55658E+03
    0.44817E-03    0.56729E+03
    0.45722E-03    0.57819E+03
    0.46646E-03    0.58930E+03
    0.47588E-03    0.60062E+03
    0.48550E-03    0.61215E+03
    0.49530E-03    0.62391E+03
    0.50531E-03    0.63588E+03
    0.51552E-03    0.64807E+03
    0.52593E-03    0.66050E+03
    0.53656E-03    0.67316E+03
    0.54739E-03    0.68605E+03
    0.55845E-03    0.69919E+03
    0.56973E-03    0.71257E+03
    0.58124E-03    0.72621E+03
    0.59299E-03    0.74009E+03
    0.60496E-03    0.75424E+03
    0.61719E-03    0.76864E+03
    0.62965E-03    0.78332E+03
    0.64237E-03    0.79827E+03
    0.65535E-03    0.81349E+03
    0.66859E-03    0.82899E+03
    0.68210E-03    0.84478E+03
    0.69588E-03    0.86086E+03
    0.70993E-03    0.87723E+03
    0.72427E-03    0.89391E+03
    0.73891E-03    0.91089E+03
    0.75383E-03    0.92818E+03
    0.76906E-03    0.94578E+03
    0.78460E-03    0.96371E+03
    0.80045E-03    0.98196E+03
    0.81662E-03    0.10005E+04
    0.83311E-03    0.10195E+04
    0.84994E-03    0.10387E+04
    0.86711E-03    0.10583E+04
    0.88463E-03    0.10783E+04
    0.90250E-03    0.10986E+04
    0.92073E-03    0.11193E+04
    0.93933E-03    0.11403E+04
    0.95831E-03    0.11617E+04
    0.97767E-03    0.11835E+04
    0.99742E-03    0.12057E+04
    0.10176E-02    0.12283E+04
    0.10381E-02    0.12512E+04
    0.10591E-02    0.12746E+04
    0.10805E-02    0.12984E+04
    0.11023E-02    0.13225E+04
    0.11246E-02    0.13472E+04
    0.11473E-02    0.13722E+04
    0.11705E-02    0.13976E+04
    0.11941E-02    0.14235E+04
    0.12182E-02    0.14499E+04
    0.12429E-02    0.14767E+04
    0.12680E-02    0.15039E+04
    0.12936E-02    0.15316E+04
    0.13197E-02    0.15598E+04
    0.13464E-02    0.15884E+04
    0.13736E-02    0.16175E+04
    0.14013E-02    0.16471E+04
    0.14296E-02    0.16772E+04
    0.14585E-02    0.17078E+04
    0.14880E-02    0.17388E+04
    0.15180E-02    0.17704E+04
    0.15487E-02    0.18025E+04
    0.15800E-02    0.18351E+04
    0.16119E-02    0.18682E+04
    0.16445E-02    0.19019E+04
    0.16777E-02    0.19361E+04
    0.17116E-02    0.19708E+04
    0.17462E-02    0.20061E+04
    0.17814E-02    0.20419E+04
    0.18174E-02    0.20782E+04
    0.18541E-02    0.21151E+04
    0.18916E-02    0.21526E+04
    0.19298E-02    0.21906E+04
    0.19688E-02    0.22292E+04
    0.20086E-02    0.22684E+04
    0.20491E-02    0.23081E+04
    0.20905E-02    0.23484E+04
    0.21328E-02    0.23893E+04
    0.21758E-02    0.24308E+04
    0.22198E-02    0.24729E+04
    0.22646E-02    0.25156E+04
    0.23104E-02    0.25588E+04
    0.23571E-02    0.26027E+04
    0.24047E-02    0.26471E+04
    0.24533E-02    0.26921E+04
    0.25028E-02    0.27378E+04
    0.25534E-02    0.27840E+04
    0.26050E-02    0.28308E+04
    0.26576E-02    0.28783E+04
    0.27113E-02    0.29263E+04
    0.27660E-02    0.29750E+04
    0.28219E-02    0.30242E+04
    0.28789E-02    0.30740E+04
    0.29371E-02    0.31244E+04
    0.29964E-02    0.31755E+04
    0.30569E-02    0.32271E+04
    0.31187E-02    0.32793E+04
    0.31817E-02    0.33321E+04
    0.32460E-02    0.33854E+04
    0.33115E-02    0.34394E+04
    0.33784E-02    0.34939E+04
    0.34467E-02    0.35490E+04
    0.35163E-02    0.36046E+04
    0.35874E-02    0.36608E+04
    0.36598E-02    0.37175E+04
    0.37338E-02    0.37748E+04
    0.38092E-02    0.38326E+04
    0.38861E-02    0.38909E+04
    0.39646E-02    0.39497E+04
    0.40447E-02    0.40090E+04
    0.41264E-02    0.40688E+04
    0.42098E-02    0.41291E+04
    0.42948E-02    0.41898E+04
    0.43816E-02    0.42510E+04
    0.44701E-02    0.43126E+04
    0.45604E-02    0.43747E+04
    0.46525E-02    0.44371E+04
    0.47465E-02    0.44999E+04
    0.48424E-02    0.45631E+04
    0.49402E-02    0.46266E+04
    0.50400E-02    0.46904E+04
    0.51419E-02    0.47546E+04
    0.52457E-02    0.48190E+04
    0.53517E-02    0.48837E+04
    0.54598E-02    0.49486E+04
    0.55701E-02    0.50138E+04
    0.56826E-02    0.50791E+04
    0.57974E-02    0.51445E+04
    0.59145E-02    0.52102E+04
    0.60340E-02    0.52760E+04
    0.61559E-02    0.53418E+04
    0.62803E-02    0.54076E+04
    0.64072E-02    0.54734E+04
    0.65366E-02    0.55391E+04
    0.66686E-02    0.56047E+04
    0.68033E-02    0.56703E+04
    0.69408E-02    0.57357E+04
    0.70810E-02    0.58009E+04
    0.72240E-02    0.58658E+04
    0.73700E-02    0.59305E+04
    0.75189E-02    0.59948E+04
    0.76708E-02    0.60588E+04
    0.78257E-02    0.61222E+04
    0.79838E-02    0.61852E+04
    0.81451E-02    0.62478E+04
    0.83096E-02    0.63098E+04
    0.84775E-02    0.63711E+04
    0.86488E-02    0.64318E+04
    0.88235E-02    0.64918E+04
    0.90017E-02    0.65509E+04
    0.91836E-02    0.66092E+04
    0.93691E-02    0.66666E+04
    0.95583E-02    0.67231E+04
    0.97514E-02    0.67785E+04
    0.99484E-02    0.68328E+04
    0.10149E-01    0.68859E+04
    0.10354E-01    0.69378E+04
    0.10564E-01    0.69884E+04
    0.10777E-01    0.70376E+04
    0.10995E-01    0.70853E+04
    0.11217E-01    0.71315E+04
    0.11443E-01    0.71761E+04
    0.11675E-01    0.72190E+04
    0.11910E-01    0.72602E+04
    0.12151E-01    0.72995E+04
    0.12397E-01    0.73370E+04
    0.12647E-01    0.73724E+04
    0.12902E-01    0.74058E+04
    0.13163E-01    0.74370E+04
    0.13429E-01    0.74660E+04
    0.13700E-01    0.74926E+04
    0.13977E-01    0.75169E+04
    0.14259E-01    0.75387E+04
    0.14547E-01    0.75579E+04
    0.14841E-01    0.75745E+04
    0.15141E-01    0.75884E+04
    0.15447E-01    0.75995E+04
    0.15759E-01    0.76077E+04
    0.16077E-01    0.76129E+04
    0.16402E-01    0.76151E+04
    0.16734E-01    0.76143E+04
    0.17072E-01    0.76103E+04
    0.17416E-01    0.76030E+04
    0.17768E-01    0.75925E+04
    0.18127E-01    0.75786E+04
    0.18493E-01    0.75614E+04
    0.18867E-01    0.75407E+04
    0.19248E-01    0.75165E+04
    0.19637E-01    0.74888E+04
    0.20034E-01    0.74576E+04
    0.20438E-01    0.74228E+04
    0.20851E-01    0.73844E+04
    0.21272E-01    0.73425E+04
    0.21702E-01    0.72969E+04
    0.22141E-01    0.72478E+04
    0.22588E-01    0.71952E+04
    0.23044E-01    0.71390E+04
    0.23510E-01    0.70793E+04
    0.23985E-01    0.70163E+04
    0.24469E-01    0.69499E+04
    0.24964E-01    0.68802E+04
    0.25468E-01    0.68074E+04
    0.25982E-01    0.67315E+04
    0.26507E-01    0.66526E+04
    0.27043E-01    0.65709E+04
    0.27589E-01    0.64865E+04
    0.28146E-01    0.63997E+04
    0.28715E-01    0.63105E+04
    0.29295E-01    0.62191E+04
    0.29887E-01    0.61258E+04
    0.30490E-01    0.60307E+04
    0.31106E-01    0.59342E+04
    0.31735E-01    0.58363E+04
    0.32376E-01    0.57375E+04
    0.33030E-01    0.56378E+04
    0.33697E-01    0.55377E+04
    0.34378E-01    0.54373E+04
    0.35072E-01    0.53369E+04
    0.35781E-01    0.52369E+04
    0.36504E-01    0.51375E+04
    0.37241E-01    0.50386E+04
    0.37993E-01    0.49402E+04
    0.38761E-01    0.48427E+04
    0.39544E-01    0.47466E+04
    0.40343E-01    0.46525E+04
    0.41158E-01    0.45606E+04
    0.41989E-01    0.44712E+04
    0.42838E-01    0.43844E+04
    0.43703E-01    0.43005E+04
    0.44586E-01    0.42196E+04
    0.45486E-01    0.41418E+04
    0.46405E-01    0.40672E+04
    0.47343E-01    0.39957E+04
    0.48299E-01    0.39274E+04
    0.49275E-01    0.38620E+04
    0.50270E-01    0.37995E+04
    0.51286E-01    0.37398E+04
    0.52322E-01    0.36825E+04
    0.53379E-01    0.36275E+04
    0.54457E-01    0.35746E+04
    0.55557E-01    0.35236E+04
    0.56680E-01    0.34740E+04
    0.57825E-01    0.34253E+04
    0.58993E-01    0.33790E+04
    0.60184E-01    0.33353E+04
    0.61400E-01    0.32920E+04
    0.62641E-01    0.32471E+04
    0.63906E-01    0.32009E+04
    0.65197E-01    0.31542E+04
    0.66514E-01    0.31063E+04
    0.67858E-01    0.30564E+04
    0.69229E-01    0.30041E+04
    0.70627E-01    0.29488E+04
    0.72054E-01    0.28904E+04
    0.73510E-01    0.28285E+04
    0.74994E-01    0.27631E+04
    0.76509E-01    0.26942E+04
    0.78055E-01    0.26222E+04
    0.79632E-01    0.25473E+04
    0.81241E-01    0.24702E+04
    0.82882E-01    0.23914E+04
    0.84556E-01    0.23117E+04
    0.86264E-01    0.22316E+04
    0.88007E-01    0.21521E+04
    0.89785E-01    0.20738E+04
    0.91598E-01    0.19973E+04
    0.93449E-01    0.19233E+04
    0.95337E-01    0.18524E+04
    0.97263E-01    0.17852E+04
    0.99227E-01    0.17222E+04
    0.10123E+00    0.16639E+04
    0.10328E+00    0.16105E+04
    0.10536E+00    0.15622E+04
    0.10749E+00    0.15191E+04
    0.10966E+00    0.14808E+04
    0.11188E+00    0.14470E+04
    0.11414E+00    0.14170E+04
    0.11644E+00    0.13901E+04
    0.11880E+00    0.13654E+04
    0.12120E+00    0.13418E+04
    0.12365E+00    0.13183E+04
    0.12614E+00    0.12937E+04
    0.12869E+00    0.12672E+04
    0.13129E+00    0.12379E+04
    0.13394E+00    0.12053E+04
    0.13665E+00    0.11692E+04
    0.13941E+00    0.11300E+04
    0.14223E+00    0.10882E+04
    0.14510E+00    0.10446E+04
    0.14803E+00    0.10003E+04
    0.15102E+00    0.95616E+03
    0.15407E+00    0.91321E+03
    0.15718E+00    0.87243E+03
    0.16036E+00    0.83477E+03
    0.16360E+00    0.80098E+03
    0.16690E+00    0.77154E+03
    0.17028E+00    0.74644E+03
    0.17371E+00    0.72522E+03
    0.17722E+00    0.70703E+03
    0.18080E+00    0.69085E+03
    0.18446E+00    0.67563E+03
    0.18818E+00    0.66037E+03
    0.19198E+00    0.64414E+03
    0.19586E+00    0.62619E+03
    0.19982E+00    0.60605E+03
    0.20386E+00    0.58373E+03
    0.20797E+00    0.55972E+03
    0.21218E+00    0.53488E+03
    0.21646E+00    0.51023E+03
    0.22083E+00    0.48672E+03
    0.22530E+00    0.46515E+03
    0.22985E+00    0.44612E+03
    0.23449E+00    0.42977E+03
    0.23923E+00    0.41587E+03
    0.24406E+00    0.40378E+03
    0.24899E+00    0.39260E+03
    0.25402E+00    0.38148E+03
    0.25915E+00    0.36973E+03
    0.26439E+00    0.35697E+03
    0.26973E+00    0.34313E+03
    0.27518E+00    0.32858E+03
    0.28074E+00    0.31393E+03
    0.28641E+00    0.29985E+03
    0.29219E+00    0.28698E+03
    0.29810E+00    0.27554E+03
    0.30412E+00    0.26549E+03
    0.31026E+00    0.25647E+03
    0.31653E+00    0.24800E+03
    0.32292E+00    0.23957E+03
    0.32945E+00    0.23079E+03
    0.33610E+00    0.22162E+03
    0.34289E+00    0.21222E+03
    0.34982E+00    0.20300E+03
    0.35689E+00    0.19434E+03
    0.36409E+00    0.18641E+03
    0.37145E+00    0.17923E+03
    0.37895E+00    0.17256E+03
    0.38661E+00    0.16615E+03
    0.39442E+00    0.15977E+03
    0.40239E+00    0.15331E+03
    0.41052E+00    0.14687E+03
    0.41881E+00    0.14061E+03
    0.42727E+00    0.13471E+03
    0.43590E+00    0.12925E+03
    0.44471E+00    0.12412E+03
    0.45369E+00    0.11921E+03
    0.46286E+00    0.11439E+03
    0.47221E+00    0.10963E+03
    0.48174E+00    0.10500E+03
    0.49148E+00    0.10057E+03
    0.50141E+00    0.96371E+02
    0.51153E+00    0.92405E+02
    0.52187E+00    0.88597E+02
    0.53241E+00    0.84900E+02
    0.54317E+00    0.81313E+02
    0.55414E+00    0.77852E+02
    0.56533E+00    0.74547E+02
    0.57675E+00    0.71401E+02
    0.58840E+00    0.68385E+02
    0.60029E+00    0.65479E+02
    0.61242E+00    0.62679E+02
    0.62479E+00    0.59986E+02
    0.63741E+00    0.57409E+02
    0.65029E+00    0.54946E+02
    0.66342E+00    0.52585E+02
    0.67683E+00    0.50317E+02
    0.69050E+00    0.48141E+02
    0.70445E+00    0.46053E+02
    0.71868E+00    0.44050E+02
    0.73320E+00    0.42128E+02
    0.74801E+00    0.40286E+02
    0.76312E+00    0.38520E+02
    0.77854E+00    0.36828E+02
    0.79426E+00    0.35206E+02
    0.81031E+00    0.33653E+02
    0.82668E+00    0.32166E+02
    0.84338E+00    0.30742E+02
    0.86041E+00    0.29378E+02
    0.87780E+00    0.28072E+02
    0.89553E+00    0.26822E+02
    0.91362E+00    0.25626E+02
    0.93208E+00    0.24481E+02
    0.95091E+00    0.23385E+02
    0.97011E+00    0.22336E+02
    0.98971E+00    0.21332E+02
    0.10097E+01    0.20372E+02
    0.10301E+01    0.19453E+02
    0.10509E+01    0.18574E+02
    0.10721E+01    0.17733E+02
    0.10938E+01    0.16929E+02
    0.11159E+01    0.16159E+02
    0.11384E+01    0.15424E+02
    0.11614E+01    0.14721E+02
    0.11849E+01    0.14048E+02
    0.12088E+01    0.13406E+02
    0.12333E+01    0.12791E+02
    0.12582E+01    0.12204E+02
    0.12836E+01    0.11643E+02
    0.13095E+01    0.11107E+02
    0.13360E+01    0.10594E+02
    0.13630E+01    0.10105E+02
    0.13905E+01    0.96375E+01
    0.14186E+01    0.91909E+01
    0.14472E+01    0.87644E+01
    0.14765E+01    0.83570E+01
    0.15063E+01    0.79680E+01
    0.15367E+01    0.75966E+01
    0.15678E+01    0.72420E+01
    0.15994E+01    0.69034E+01
    0.16318E+01    0.65802E+01
    0.16647E+01    0.62717E+01
