#           k/h    P           
    0.10000E-03    0.53747E+02
    0.10202E-03    0.54789E+02
    0.10408E-03    0.55850E+02
    0.10618E-03    0.56932E+02
    0.10833E-03    0.58036E+02
    0.11052E-03    0.59160E+02
    0.11275E-03    0.60306E+02
    0.11503E-03    0.61475E+02
    0.11735E-03    0.62666E+02
    0.11972E-03    0.63880E+02
    0.12214E-03    0.65118E+02
    0.12461E-03    0.66379E+02
    0.12712E-03    0.67665E+02
    0.12969E-03    0.68976E+02
    0.13231E-03    0.70312E+02
    0.13499E-03    0.71675E+02
    0.13771E-03    0.73063E+02
    0.14049E-03    0.74478E+02
    0.14333E-03    0.75921E+02
    0.14623E-03    0.77391E+02
    0.14918E-03    0.78890E+02
    0.15220E-03    0.80418E+02
    0.15527E-03    0.81976E+02
    0.15841E-03    0.83564E+02
    0.16161E-03    0.85182E+02
    0.16487E-03    0.86831E+02
    0.16820E-03    0.88513E+02
    0.17160E-03    0.90227E+02
    0.17507E-03    0.91974E+02
    0.17860E-03    0.93755E+02
    0.18221E-03    0.95570E+02
    0.18589E-03    0.97420E+02
    0.18965E-03    0.99306E+02
    0.19348E-03    0.10123E+03
    0.19739E-03    0.10319E+03
    0.20138E-03    0.10518E+03
    0.20544E-03    0.10722E+03
    0.20959E-03    0.10930E+03
    0.21383E-03    0.11141E+03
    0.21815E-03    0.11357E+03
    0.22255E-03    0.11576E+03
    0.22705E-03    0.11800E+03
    0.23164E-03    0.12029E+03
    0.23632E-03    0.12261E+03
    0.24109E-03    0.12499E+03
    0.24596E-03    0.12740E+03
    0.25093E-03    0.12987E+03
    0.25600E-03    0.13238E+03
    0.26117E-03    0.13494E+03
    0.26645E-03    0.13755E+03
    0.27183E-03    0.14020E+03
    0.27732E-03    0.14291E+03
    0.28292E-03    0.14568E+03
    0.28864E-03    0.14849E+03
    0.29447E-03    0.15136E+03
    0.30042E-03    0.15429E+03
    0.30649E-03    0.15727E+03
    0.31268E-03    0.16030E+03
    0.31899E-03    0.16340E+03
    0.32544E-03    0.16655E+03
    0.33201E-03    0.16977E+03
    0.33872E-03    0.17305E+03
    0.34556E-03    0.17639E+03
    0.35254E-03    0.17979E+03
    0.35966E-03    0.18326E+03
    0.36693E-03    0.18679E+03
    0.37434E-03    0.19039E+03
    0.38190E-03    0.19406E+03
    0.38962E-03    0.19780E+03
    0.39749E-03    0.20162E+03
    0.40552E-03    0.20550E+03
    0.41371E-03    0.20946E+03
    0.42207E-03    0.21349E+03
    0.43060E-03    0.21760E+03
    0.43929E-03    0.22179E+03
    0.44817E-03    0.22606E+03
    0.45722E-03    0.23041E+03
    0.46646E-03    0.23484E+03
    0.47588E-03    0.23935E+03
    0.48550E-03    0.24395E+03
    0.49530E-03    0.24864E+03
    0.50531E-03    0.25341E+03
    0.51552E-03    0.25828E+03
    0.52593E-03    0.26323E+03
    0.53656E-03    0.26828E+03
    0.54739E-03    0.27343E+03
    0.55845E-03    0.27867E+03
    0.56973E-03    0.28401E+03
    0.58124E-03    0.28945E+03
    0.59299E-03    0.29499E+03
    0.60496E-03    0.30063E+03
    0.61719E-03    0.30638E+03
    0.62965E-03    0.31223E+03
    0.64237E-03    0.31820E+03
    0.65535E-03    0.32427E+03
    0.66859E-03    0.33046E+03
    0.68210E-03    0.33676E+03
    0.69588E-03    0.34318E+03
    0.70993E-03    0.34971E+03
    0.72427E-03    0.35637E+03
    0.73891E-03    0.36314E+03
    0.75383E-03    0.37004E+03
    0.76906E-03    0.37707E+03
    0.78460E-03    0.38423E+03
    0.80045E-03    0.39151E+03
    0.81662E-03    0.39893E+03
    0.83311E-03    0.40648E+03
    0.84994E-03    0.41417E+03
    0.86711E-03    0.42200E+03
    0.88463E-03    0.42996E+03
    0.90250E-03    0.43807E+03
    0.92073E-03    0.44633E+03
    0.93933E-03    0.45473E+03
    0.95831E-03    0.46328E+03
    0.97767E-03    0.47198E+03
    0.99742E-03    0.48084E+03
    0.10176E-02    0.48985E+03
    0.10381E-02    0.49902E+03
    0.10591E-02    0.50835E+03
    0.10805E-02    0.51785E+03
    0.11023E-02    0.52750E+03
    0.11246E-02    0.53733E+03
    0.11473E-02    0.54733E+03
    0.11705E-02    0.55749E+03
    0.11941E-02    0.56783E+03
    0.12182E-02    0.57835E+03
    0.12429E-02    0.58905E+03
    0.12680E-02    0.59993E+03
    0.12936E-02    0.61099E+03
    0.13197E-02    0.62223E+03
    0.13464E-02    0.63367E+03
    0.13736E-02    0.64529E+03
    0.14013E-02    0.65711E+03
    0.14296E-02    0.66912E+03
    0.14585E-02    0.68133E+03
    0.14880E-02    0.69373E+03
    0.15180E-02    0.70634E+03
    0.15487E-02    0.71915E+03
    0.15800E-02    0.73217E+03
    0.16119E-02    0.74540E+03
    0.16445E-02    0.75883E+03
    0.16777E-02    0.77248E+03
    0.17116E-02    0.78634E+03
    0.17462E-02    0.80042E+03
    0.17814E-02    0.81471E+03
    0.18174E-02    0.82923E+03
    0.18541E-02    0.84396E+03
    0.18916E-02    0.85892E+03
    0.19298E-02    0.87410E+03
    0.19688E-02    0.88951E+03
    0.20086E-02    0.90514E+03
    0.20491E-02    0.92101E+03
    0.20905E-02    0.93711E+03
    0.21328E-02    0.95344E+03
    0.21758E-02    0.97000E+03
    0.22198E-02    0.98680E+03
    0.22646E-02    0.10038E+04
    0.23104E-02    0.10211E+04
    0.23571E-02    0.10386E+04
    0.24047E-02    0.10563E+04
    0.24533E-02    0.10743E+04
    0.25028E-02    0.10926E+04
    0.25534E-02    0.11110E+04
    0.26050E-02    0.11297E+04
    0.26576E-02    0.11487E+04
    0.27113E-02    0.11678E+04
    0.27660E-02    0.11873E+04
    0.28219E-02    0.12069E+04
    0.28789E-02    0.12268E+04
    0.29371E-02    0.12469E+04
    0.29964E-02    0.12673E+04
    0.30569E-02    0.12879E+04
    0.31187E-02    0.13088E+04
    0.31817E-02    0.13298E+04
    0.32460E-02    0.13512E+04
    0.33115E-02    0.13727E+04
    0.33784E-02    0.13945E+04
    0.34467E-02    0.14165E+04
    0.35163E-02    0.14387E+04
    0.35874E-02    0.14611E+04
    0.36598E-02    0.14838E+04
    0.37338E-02    0.15066E+04
    0.38092E-02    0.15297E+04
    0.38861E-02    0.15530E+04
    0.39646E-02    0.15765E+04
    0.40447E-02    0.16002E+04
    0.41264E-02    0.16241E+04
    0.42098E-02    0.16481E+04
    0.42948E-02    0.16724E+04
    0.43816E-02    0.16968E+04
    0.44701E-02    0.17214E+04
    0.45604E-02    0.17462E+04
    0.46525E-02    0.17711E+04
    0.47465E-02    0.17962E+04
    0.48424E-02    0.18215E+04
    0.49402E-02    0.18468E+04
    0.50400E-02    0.18723E+04
    0.51419E-02    0.18980E+04
    0.52457E-02    0.19237E+04
    0.53517E-02    0.19495E+04
    0.54598E-02    0.19755E+04
    0.55701E-02    0.20015E+04
    0.56826E-02    0.20276E+04
    0.57974E-02    0.20537E+04
    0.59145E-02    0.20800E+04
    0.60340E-02    0.21063E+04
    0.61559E-02    0.21326E+04
    0.62803E-02    0.21588E+04
    0.64072E-02    0.21851E+04
