#           k/h    P           
    0.10000E-03    0.63533E+02
    0.10202E-03    0.64764E+02
    0.10408E-03    0.66019E+02
    0.10618E-03    0.67298E+02
    0.10833E-03    0.68602E+02
    0.11052E-03    0.69932E+02
    0.11275E-03    0.71287E+02
    0.11503E-03    0.72668E+02
    0.11735E-03    0.74076E+02
    0.11972E-03    0.75511E+02
    0.12214E-03    0.76974E+02
    0.12461E-03    0.78465E+02
    0.12712E-03    0.79985E+02
    0.12969E-03    0.81535E+02
    0.13231E-03    0.83114E+02
    0.13499E-03    0.84724E+02
    0.13771E-03    0.86366E+02
    0.14049E-03    0.88039E+02
    0.14333E-03    0.89744E+02
    0.14623E-03    0.91482E+02
    0.14918E-03    0.93254E+02
    0.15220E-03    0.95060E+02
    0.15527E-03    0.96901E+02
    0.15841E-03    0.98778E+02
    0.16161E-03    0.10069E+03
    0.16487E-03    0.10264E+03
    0.16820E-03    0.10463E+03
    0.17160E-03    0.10665E+03
    0.17507E-03    0.10872E+03
    0.17860E-03    0.11082E+03
    0.18221E-03    0.11297E+03
    0.18589E-03    0.11516E+03
    0.18965E-03    0.11739E+03
    0.19348E-03    0.11966E+03
    0.19739E-03    0.12197E+03
    0.20138E-03    0.12434E+03
    0.20544E-03    0.12674E+03
    0.20959E-03    0.12919E+03
    0.21383E-03    0.13169E+03
    0.21815E-03    0.13424E+03
    0.22255E-03    0.13684E+03
    0.22705E-03    0.13949E+03
    0.23164E-03    0.14219E+03
    0.23632E-03    0.14494E+03
    0.24109E-03    0.14774E+03
    0.24596E-03    0.15060E+03
    0.25093E-03    0.15351E+03
    0.25600E-03    0.15648E+03
    0.26117E-03    0.15950E+03
    0.26645E-03    0.16259E+03
    0.27183E-03    0.16573E+03
    0.27732E-03    0.16893E+03
    0.28292E-03    0.17220E+03
    0.28864E-03    0.17552E+03
    0.29447E-03    0.17892E+03
    0.30042E-03    0.18237E+03
    0.30649E-03    0.18589E+03
    0.31268E-03    0.18948E+03
    0.31899E-03    0.19314E+03
    0.32544E-03    0.19687E+03
    0.33201E-03    0.20067E+03
    0.33872E-03    0.20455E+03
    0.34556E-03    0.20849E+03
    0.35254E-03    0.21251E+03
    0.35966E-03    0.21661E+03
    0.36693E-03    0.22079E+03
    0.37434E-03    0.22505E+03
    0.38190E-03    0.22939E+03
    0.38962E-03    0.23381E+03
    0.39749E-03    0.23831E+03
    0.40552E-03    0.24290E+03
    0.41371E-03    0.24758E+03
    0.42207E-03    0.25235E+03
    0.43060E-03    0.25721E+03
    0.43929E-03    0.26216E+03
