1.067818328460501537e-01 1.220014104238313912e-01 1.380495496893467122e-01 1.424689921843690366e-01 1.521323015224501085e-01 1.578438378562189992e-01 1.638761536168317212e-01 1.742725705538106795e-01 1.797550800228657208e-01 1.818793398629944269e-01 1.838180698903229271e-01 1.854396577279949498e-01 1.958290426092905434e-01 1.950801036398490396e-01 2.019602251746386579e-01 2.070737995832150347e-01 2.083261641768973937e-01 2.141275904373649563e-01 2.134481785804353549e-01 1.926505700679294053e-01 2.169201714499727207e-01 2.234047424820688466e-01 2.094277655742054767e-01 2.155011522154791637e-01 2.045617948147195053e-01 2.224057370373914433e-01 2.176423193778456444e-01 2.324448620281769073e-01 2.078681193627755219e-01 2.164906145887361966e-01 2.133381090369684541e-01 2.286224945160289790e-01 2.231598789232584756e-01 2.294500763329661852e-01 2.256499991819985451e-01 2.316170432861729966e-01 2.237442754767904607e-01 2.298127433895940097e-01
9.722214081039740052e-02 1.139092163286639925e-01 1.230817895458441169e-01 1.320231487252289393e-01 1.408422084673232877e-01 1.462197479732611216e-01 1.530862106033676617e-01 1.556508391785134671e-01 1.683744186436167134e-01 1.720663324597390964e-01 1.788528152344326938e-01 1.788139634058511507e-01 1.789373761245225680e-01 1.840827362765879993e-01 1.817645306762226409e-01 1.822908771240087378e-01 1.697050453446444229e-01 1.894889683088742671e-01 1.978927271912490349e-01 1.892207522200531900e-01 1.904406409711981996e-01 2.026040803786339772e-01 1.909787463138014618e-01 1.917231852204092368e-01 1.914352581721815161e-01 2.031758038427481095e-01 1.907214236319743628e-01 2.083118941584531925e-01 1.847233602246978190e-01 1.915036740267052062e-01 2.202345647033048248e-01 1.915570838905679141e-01 1.899256837054632829e-01 2.059756290725039130e-01 2.036254709903222715e-01 1.934454200345779307e-01 1.931357478054586962e-01 2.034740557978236553e-01
8.775814856142338805e-02 1.019355415216028626e-01 1.098263537135879542e-01 1.205696667850740672e-01 1.256207456356052965e-01 1.357731265787353314e-01 1.426588493309280115e-01 1.415005420290951221e-01 1.453762935877691842e-01 1.510723617039472499e-01 1.590037867944032457e-01 1.581913528427469906e-01 1.592177082153053702e-01 1.640798517986657989e-01 1.600474562619202401e-01 1.625846462817201743e-01 1.707415776516968409e-01 1.659638259743854150e-01 1.693167880041038242e-01 1.649586061459571429e-01 1.696775655788206050e-01 1.714753771729634058e-01 1.751717757626025385e-01 1.672096798502566983e-01 1.890977527004151781e-01 1.762387035928621726e-01 1.836447678926692306e-01 1.726562323939247745e-01 1.747967030733333094e-01 1.857712893743193039e-01 1.783963448376844063e-01 1.820348527390334425e-01 1.819942506885930678e-01 1.959819050407018703e-01 1.846763996677053821e-01 1.831113037452679893e-01 1.704957187075666070e-01 1.723954822825431166e-01
8.183784056608947588e-02 8.865013349176820157e-02 1.019790881783881747e-01 1.092754280515162574e-01 1.171720566529654145e-01 1.211205645152382410e-01 1.253910923467237426e-01 1.301932498396965732e-01 1.412184613556292101e-01 1.366586228934669744e-01 1.418814768926587033e-01 1.393736000988865242e-01 1.452840841382659343e-01 1.447243284649420147e-01 1.496054090301159600e-01 1.498798538172604888e-01 1.526795327635053767e-01 1.565898167614797609e-01 1.417199671420814322e-01 1.564249299024857986e-01 1.571333592290143910e-01 1.623850137944779781e-01 1.535850304704736713e-01 1.632971838106888340e-01 1.551596757343746968e-01 1.587586889566057757e-01 1.608152878714463052e-01 1.670404954621104721e-01 1.654509556010661242e-01 1.647699812160182686e-01 1.708858479717637602e-01 1.554486922236473223e-01 1.650456856363760605e-01 1.659676983379692605e-01 1.647317525936417837e-01 1.537620308304131767e-01 1.605511057565288946e-01 1.645961601997326107e-01
7.387813324033450091e-02 8.436451787471228869e-02 9.086431982183432177e-02 9.523253822828720017e-02 1.026017205676943295e-01 1.106817780410008084e-01 1.148545406775788730e-01 1.146691738330833793e-01 1.244143091791637123e-01 1.213986919061073727e-01 1.245540475925645818e-01 1.364007901018224889e-01 1.333731692795737389e-01 1.277042521133103514e-01 1.334393047564235713e-01 1.305423171336623778e-01 1.326364810070289890e-01 1.387073232822756685e-01 1.408742628941096475e-01 1.394120364382817057e-01 1.377214156997211558e-01 1.413506065164286951e-01 1.365579192554638166e-01 1.488509985754605802e-01 1.418568227134575921e-01 1.516261096055007140e-01 1.548206576026886772e-01 1.461945739224780050e-01 1.436673695910394843e-01 1.381679552894713725e-01 1.418577924662762779e-01 1.409647072067161389e-01 1.496068499904056326e-01 1.412510910717419410e-01 1.417561524085325930e-01 1.421691749640977553e-01 1.475618379173232464e-01 1.404212506094476287e-01
6.707773792791237033e-02 7.542670071321543046e-02 8.471001146801014625e-02 8.712890359958860853e-02 9.657146074383948786e-02 9.635113304319595229e-02 1.011576726329962289e-01 1.026182046293704214e-01 1.073838237992962297e-01 1.135633454983609458e-01 1.135443556388225361e-01 1.168903234249557832e-01 1.180712167419411679e-01 1.190486526060029887e-01 1.200460898091368911e-01 1.229978546642384457e-01 1.245534669550640988e-01 1.212501974995147114e-01 1.297532258532109462e-01 1.249355546261660538e-01 1.263241606373977088e-01 1.256425563774965226e-01 1.258001491780359471e-01 1.313361658562659517e-01 1.326927195969002937e-01 1.302287740501403557e-01 1.306540577745468612e-01 1.311128202857141378e-01 1.340077695199940744e-01 1.264976614790718490e-01 1.282937758435806208e-01 1.349620311149723750e-01 1.347157573435187883e-01 1.368173580905853448e-01 1.329109540776773346e-01 1.262027154127804973e-01 1.263880966465205369e-01 1.304407095725688970e-01
6.095059231411192185e-02 6.657291587733826788e-02 7.585582501835495817e-02 8.146817814363661869e-02 8.650153907645968809e-02 8.768811649268830333e-02 9.417688581302594009e-02 9.476240573591467042e-02 9.778494176051398534e-02 1.013452471475531358e-01 1.014952266072946668e-01 1.027829025627957221e-01 1.034393086847150561e-01 1.039815990180963101e-01 1.135591878223311951e-01 1.099079706655797795e-01 1.115803016232448375e-01 1.126681578430013958e-01 1.166250327750094767e-01 1.149897146248482216e-01 1.142970701843413484e-01 1.122494047351690338e-01 1.162705877154792261e-01 1.165545517330963676e-01 1.182500834087769903e-01 1.154859206917400460e-01 1.195493181319931125e-01 1.185281093634054234e-01 1.151394679531486664e-01 1.190936391745988920e-01 1.165434262718886421e-01 1.172510625188946942e-01 1.157266297036127489e-01 1.183023106045793665e-01 1.211491664992080108e-01 1.164053813992035336e-01 1.146659852017542225e-01 1.212786522482878770e-01
5.567664138127111778e-02 6.272166602439485650e-02 6.872861599204345417e-02 7.242339515128380645e-02 7.598708396584466507e-02 8.124246482713454176e-02 8.472359269924228942e-02 8.809142576443503014e-02 8.715704710018315482e-02 9.191932869009973583e-02 9.492620188380027080e-02 9.566957288177403707e-02 9.758333705509403266e-02 1.023878881083292586e-01 9.678159501069003023e-02 9.741341197170143296e-02 1.001318444871310137e-01 1.013912173000884598e-01 1.021602524560070446e-01 1.073130543350350879e-01 1.017930505346057585e-01 1.015678166161920054e-01 1.057063623066527569e-01 1.073827546810909583e-01 1.029956339840356339e-01 1.026118963832246128e-01 1.037065410071578153e-01 1.029358397946975867e-01 1.091470798080197702e-01 1.028604299591333315e-01 1.053351286215154781e-01 1.008500747084928872e-01 1.065754825174708709e-01 1.090380840945690405e-01 1.043347441723708052e-01 1.085268231903849939e-01 1.049446310535653848e-01 1.054399421364594774e-01
5.048122788517626219e-02 5.684128346323531755e-02 6.030209556260452547e-02 6.645639682690317185e-02 7.105467884743037199e-02 7.376308472155661267e-02 7.611148050813239252e-02 7.976098031259536147e-02 7.981761131239857587e-02 8.140213892198393253e-02 8.289568066373251276e-02 8.517300862764756730e-02 8.847519162852127139e-02 8.801752936289131135e-02 8.900595066244006148e-02 9.097570613663896744e-02 8.992596360673568712e-02 9.006189888925980602e-02 9.259493043445647664e-02 9.319205575773660544e-02 9.340039956419227130e-02 9.289468912770869335e-02 9.369112905384610612e-02 9.444749480575787004e-02 9.570184106455988104e-02 9.366459321734453558e-02 9.586846558093205239e-02 9.303124457342235032e-02 9.701499060044604938e-02 9.416115227272513211e-02 9.311106878447959756e-02 9.733425907246651132e-02 9.572702020708317994e-02 9.416794441047468545e-02 9.534864493105317529e-02 9.592215656176344973e-02 9.605314620409403925e-02 9.689288422657664490e-02
4.692513708069065426e-02 5.197136447321009517e-02 5.743840200453337319e-02 5.978211280855518645e-02 6.328874176050432176e-02 6.747232621064627733e-02 6.945772139538523848e-02 7.214973561745120778e-02 7.201817970565528582e-02 7.306991889077997515e-02 7.690208685765761998e-02 7.743037229500956964e-02 7.936794227348654973e-02 8.047249165872084886e-02 7.785659372590350569e-02 7.955241186791847663e-02 8.303704985488236101e-02 8.004109093914908712e-02 8.166520437554285194e-02 8.214506338864396850e-02 8.352760607160600315e-02 8.357575412332436671e-02 8.509132340258374061e-02 8.370680515820094758e-02 8.529961995693011167e-02 8.633376952119350967e-02 8.338476746264852912e-02 8.499946636783370368e-02 8.790142140275244986e-02 8.492033316109527663e-02 8.819301618916428054e-02 8.661684618759707410e-02 8.570122902376803298e-02 8.671524558584778331e-02 8.630269350020695895e-02 8.606192411034802037e-02 8.268090382499614088e-02 8.542942240484638350e-02
