#           k/h    P           
    0.10000E-03    0.12460E+03
    0.10202E-03    0.12701E+03
    0.10408E-03    0.12947E+03
    0.10618E-03    0.13198E+03
    0.10833E-03    0.13454E+03
    0.11052E-03    0.13714E+03
    0.11275E-03    0.13980E+03
    0.11503E-03    0.14251E+03
    0.11735E-03    0.14527E+03
    0.11972E-03    0.14808E+03
    0.12214E-03    0.15095E+03
    0.12461E-03    0.15388E+03
    0.12712E-03    0.15686E+03
    0.12969E-03    0.15990E+03
    0.13231E-03    0.16300E+03
    0.13499E-03    0.16615E+03
    0.13771E-03    0.16937E+03
    0.14049E-03    0.17265E+03
    0.14333E-03    0.17600E+03
    0.14623E-03    0.17940E+03
    0.14918E-03    0.18288E+03
    0.15220E-03    0.18642E+03
    0.15527E-03    0.19003E+03
    0.15841E-03    0.19371E+03
    0.16161E-03    0.19746E+03
    0.16487E-03    0.20129E+03
    0.16820E-03    0.20518E+03
    0.17160E-03    0.20916E+03
    0.17507E-03    0.21320E+03
    0.17860E-03    0.21733E+03
    0.18221E-03    0.22154E+03
    0.18589E-03    0.22583E+03
    0.18965E-03    0.23020E+03
    0.19348E-03    0.23465E+03
    0.19739E-03    0.23920E+03
    0.20138E-03    0.24382E+03
    0.20544E-03    0.24854E+03
    0.20959E-03    0.25335E+03
    0.21383E-03    0.25825E+03
    0.21815E-03    0.26325E+03
    0.22255E-03    0.26834E+03
    0.22705E-03    0.27353E+03
    0.23164E-03    0.27883E+03
    0.23632E-03    0.28422E+03
    0.24109E-03    0.28971E+03
    0.24596E-03    0.29532E+03
    0.25093E-03    0.30103E+03
    0.25600E-03    0.30685E+03
    0.26117E-03    0.31278E+03
    0.26645E-03    0.31882E+03
    0.27183E-03    0.32498E+03
    0.27732E-03    0.33126E+03
    0.28292E-03    0.33766E+03
    0.28864E-03    0.34419E+03
    0.29447E-03    0.35084E+03
    0.30042E-03    0.35761E+03
    0.30649E-03    0.36452E+03
    0.31268E-03    0.37155E+03
    0.31899E-03    0.37873E+03
    0.32544E-03    0.38604E+03
    0.33201E-03    0.39349E+03
    0.33872E-03    0.40108E+03
    0.34556E-03    0.40882E+03
    0.35254E-03    0.41670E+03
    0.35966E-03    0.42474E+03
    0.36693E-03    0.43292E+03
    0.37434E-03    0.44127E+03
    0.38190E-03    0.44977E+03
    0.38962E-03    0.45844E+03
    0.39749E-03    0.46727E+03
    0.40552E-03    0.47627E+03
    0.41371E-03    0.48543E+03
    0.42207E-03    0.49478E+03
    0.43060E-03    0.50430E+03
    0.43929E-03    0.51400E+03
    0.44817E-03    0.52388E+03
    0.45722E-03    0.53395E+03
    0.46646E-03    0.54421E+03
    0.47588E-03    0.55467E+03
    0.48550E-03    0.56532E+03
    0.49530E-03    0.57617E+03
