#           k/h    P           
    0.10000E-03    0.61586E+02
    0.10202E-03    0.62780E+02
    0.10408E-03    0.63996E+02
    0.10618E-03    0.65237E+02
    0.10833E-03    0.66501E+02
    0.11052E-03    0.67789E+02
    0.11275E-03    0.69103E+02
    0.11503E-03    0.70442E+02
    0.11735E-03    0.71807E+02
    0.11972E-03    0.73198E+02
    0.12214E-03    0.74616E+02
    0.12461E-03    0.76062E+02
    0.12712E-03    0.77535E+02
    0.12969E-03    0.79037E+02
    0.13231E-03    0.80569E+02
    0.13499E-03    0.82130E+02
    0.13771E-03    0.83721E+02
    0.14049E-03    0.85342E+02
    0.14333E-03    0.86995E+02
    0.14623E-03    0.88681E+02
    0.14918E-03    0.90398E+02
    0.15220E-03    0.92149E+02
    0.15527E-03    0.93934E+02
    0.15841E-03    0.95753E+02
    0.16161E-03    0.97608E+02
    0.16487E-03    0.99498E+02
    0.16820E-03    0.10143E+03
    0.17160E-03    0.10339E+03
    0.17507E-03    0.10539E+03
    0.17860E-03    0.10743E+03
    0.18221E-03    0.10951E+03
    0.18589E-03    0.11163E+03
    0.18965E-03    0.11379E+03
    0.19348E-03    0.11600E+03
    0.19739E-03    0.11824E+03
    0.20138E-03    0.12053E+03
    0.20544E-03    0.12286E+03
    0.20959E-03    0.12524E+03
    0.21383E-03    0.12767E+03
    0.21815E-03    0.13014E+03
    0.22255E-03    0.13265E+03
    0.22705E-03    0.13522E+03
    0.23164E-03    0.13784E+03
    0.23632E-03    0.14050E+03
    0.24109E-03    0.14322E+03
    0.24596E-03    0.14599E+03
    0.25093E-03    0.14882E+03
    0.25600E-03    0.15169E+03
    0.26117E-03    0.15463E+03
    0.26645E-03    0.15762E+03
    0.27183E-03    0.16066E+03
    0.27732E-03    0.16377E+03
    0.28292E-03    0.16694E+03
    0.28864E-03    0.17016E+03
    0.29447E-03    0.17345E+03
    0.30042E-03    0.17680E+03
    0.30649E-03    0.18022E+03
    0.31268E-03    0.18370E+03
    0.31899E-03    0.18725E+03
    0.32544E-03    0.19086E+03
    0.33201E-03    0.19455E+03
    0.33872E-03    0.19830E+03
    0.34556E-03    0.20213E+03
    0.35254E-03    0.20603E+03
    0.35966E-03    0.21001E+03
    0.36693E-03    0.21406E+03
    0.37434E-03    0.21818E+03
    0.38190E-03    0.22239E+03
    0.38962E-03    0.22668E+03
    0.39749E-03    0.23105E+03
    0.40552E-03    0.23550E+03
    0.41371E-03    0.24004E+03
    0.42207E-03    0.24466E+03
    0.43060E-03    0.24937E+03
