#           k/h    P           
    0.10000E-03    0.34753E+03
    0.10202E-03    0.35427E+03
    0.10408E-03    0.36113E+03
    0.10618E-03    0.36813E+03
    0.10833E-03    0.37526E+03
    0.11052E-03    0.38253E+03
    0.11275E-03    0.38994E+03
    0.11503E-03    0.39750E+03
    0.11735E-03    0.40520E+03
    0.11972E-03    0.41305E+03
    0.12214E-03    0.42105E+03
    0.12461E-03    0.42921E+03
    0.12712E-03    0.43752E+03
    0.12969E-03    0.44600E+03
    0.13231E-03    0.45464E+03
    0.13499E-03    0.46344E+03
    0.13771E-03    0.47242E+03
    0.14049E-03    0.48157E+03
    0.14333E-03    0.49089E+03
    0.14623E-03    0.50040E+03
    0.14918E-03    0.51009E+03
    0.15220E-03    0.51997E+03
    0.15527E-03    0.53004E+03
    0.15841E-03    0.54030E+03
    0.16161E-03    0.55076E+03
    0.16487E-03    0.56142E+03
    0.16820E-03    0.57229E+03
    0.17160E-03    0.58337E+03
    0.17507E-03    0.59466E+03
    0.17860E-03    0.60618E+03
    0.18221E-03    0.61791E+03
    0.18589E-03    0.62987E+03
    0.18965E-03    0.64206E+03
    0.19348E-03    0.65448E+03
    0.19739E-03    0.66715E+03
    0.20138E-03    0.68006E+03
    0.20544E-03    0.69321E+03
    0.20959E-03    0.70662E+03
    0.21383E-03    0.72029E+03
    0.21815E-03    0.73423E+03
    0.22255E-03    0.74843E+03
    0.22705E-03    0.76290E+03
    0.23164E-03    0.77765E+03
    0.23632E-03    0.79269E+03
    0.24109E-03    0.80802E+03
    0.24596E-03    0.82364E+03
    0.25093E-03    0.83956E+03
    0.25600E-03    0.85578E+03
    0.26117E-03    0.87232E+03
    0.26645E-03    0.88918E+03
    0.27183E-03    0.90636E+03
    0.27732E-03    0.92386E+03
    0.28292E-03    0.94171E+03
    0.28864E-03    0.95989E+03
    0.29447E-03    0.97843E+03
    0.30042E-03    0.99732E+03
    0.30649E-03    0.10166E+04
    0.31268E-03    0.10362E+04
    0.31899E-03    0.10562E+04
    0.32544E-03    0.10766E+04
    0.33201E-03    0.10973E+04
    0.33872E-03    0.11185E+04
    0.34556E-03    0.11401E+04
    0.35254E-03    0.11620E+04
    0.35966E-03    0.11844E+04
    0.36693E-03    0.12073E+04
    0.37434E-03    0.12305E+04
    0.38190E-03    0.12542E+04
    0.38962E-03    0.12784E+04
    0.39749E-03    0.13030E+04
    0.40552E-03    0.13281E+04
    0.41371E-03    0.13536E+04
    0.42207E-03    0.13796E+04
    0.43060E-03    0.14062E+04
    0.43929E-03    0.14332E+04
    0.44817E-03    0.14607E+04
    0.45722E-03    0.14888E+04
    0.46646E-03    0.15174E+04
    0.47588E-03    0.15465E+04
    0.48550E-03    0.15762E+04
    0.49530E-03    0.16064E+04
    0.50531E-03    0.16372E+04
    0.51552E-03    0.16686E+04
    0.52593E-03    0.17006E+04
    0.53656E-03    0.17332E+04
    0.54739E-03    0.17663E+04
    0.55845E-03    0.18001E+04
    0.56973E-03    0.18346E+04
    0.58124E-03    0.18696E+04
    0.59299E-03    0.19054E+04
    0.60496E-03    0.19418E+04
    0.61719E-03    0.19788E+04
    0.62965E-03    0.20166E+04
    0.64237E-03    0.20550E+04
    0.65535E-03    0.20942E+04
    0.66859E-03    0.21341E+04
    0.68210E-03    0.21747E+04
    0.69588E-03    0.22160E+04
    0.70993E-03    0.22581E+04
    0.72427E-03    0.23010E+04
    0.73891E-03    0.23447E+04
    0.75383E-03    0.23892E+04
    0.76906E-03    0.24345E+04
    0.78460E-03    0.24806E+04
    0.80045E-03    0.25275E+04
    0.81662E-03    0.25753E+04
    0.83311E-03    0.26239E+04
    0.84994E-03    0.26735E+04
    0.86711E-03    0.27239E+04
    0.88463E-03    0.27752E+04
    0.90250E-03    0.28274E+04
    0.92073E-03    0.28806E+04
    0.93933E-03    0.29347E+04
    0.95831E-03    0.29898E+04
    0.97767E-03    0.30459E+04
    0.99742E-03    0.31029E+04
    0.10176E-02    0.31610E+04
    0.10381E-02    0.32200E+04
    0.10591E-02    0.32801E+04
    0.10805E-02    0.33413E+04
    0.11023E-02    0.34035E+04
    0.11246E-02    0.34668E+04
    0.11473E-02    0.35312E+04
    0.11705E-02    0.35967E+04
    0.11941E-02    0.36633E+04
    0.12182E-02    0.37310E+04
    0.12429E-02    0.37999E+04
    0.12680E-02    0.38700E+04
    0.12936E-02    0.39412E+04
    0.13197E-02    0.40137E+04
    0.13464E-02    0.40874E+04
    0.13736E-02    0.41622E+04
    0.14013E-02    0.42384E+04
    0.14296E-02    0.43157E+04
    0.14585E-02    0.43944E+04
    0.14880E-02    0.44743E+04
    0.15180E-02    0.45556E+04
    0.15487E-02    0.46381E+04
    0.15800E-02    0.47220E+04
    0.16119E-02    0.48072E+04
    0.16445E-02    0.48937E+04
    0.16777E-02    0.49817E+04
    0.17116E-02    0.50710E+04
    0.17462E-02    0.51617E+04
    0.17814E-02    0.52538E+04
    0.18174E-02    0.53473E+04
    0.18541E-02    0.54422E+04
    0.18916E-02    0.55386E+04
    0.19298E-02    0.56364E+04
    0.19688E-02    0.57357E+04
    0.20086E-02    0.58364E+04
    0.20491E-02    0.59386E+04
    0.20905E-02    0.60423E+04
    0.21328E-02    0.61476E+04
    0.21758E-02    0.62543E+04
    0.22198E-02    0.63625E+04
    0.22646E-02    0.64722E+04
    0.23104E-02    0.65835E+04
    0.23571E-02    0.66963E+04
    0.24047E-02    0.68106E+04
    0.24533E-02    0.69264E+04
    0.25028E-02    0.70438E+04
    0.25534E-02    0.71627E+04
    0.26050E-02    0.72832E+04
    0.26576E-02    0.74052E+04
    0.27113E-02    0.75288E+04
    0.27660E-02    0.76539E+04
    0.28219E-02    0.77805E+04
    0.28789E-02    0.79087E+04
    0.29371E-02    0.80384E+04
    0.29964E-02    0.81696E+04
    0.30569E-02    0.83023E+04
    0.31187E-02    0.84366E+04
    0.31817E-02    0.85724E+04
    0.32460E-02    0.87096E+04
    0.33115E-02    0.88484E+04
    0.33784E-02    0.89886E+04
    0.34467E-02    0.91302E+04
    0.35163E-02    0.92733E+04
    0.35874E-02    0.94178E+04
    0.36598E-02    0.95637E+04
    0.37338E-02    0.97109E+04
    0.38092E-02    0.98595E+04
    0.38861E-02    0.10009E+05
    0.39646E-02    0.10161E+05
    0.40447E-02    0.10313E+05
    0.41264E-02    0.10467E+05
    0.42098E-02    0.10622E+05
    0.42948E-02    0.10778E+05
    0.43816E-02    0.10936E+05
    0.44701E-02    0.11094E+05
    0.45604E-02    0.11253E+05
    0.46525E-02    0.11414E+05
    0.47465E-02    0.11575E+05
    0.48424E-02    0.11738E+05
    0.49402E-02    0.11901E+05
    0.50400E-02    0.12065E+05
    0.51419E-02    0.12230E+05
    0.52457E-02    0.12396E+05
    0.53517E-02    0.12562E+05
    0.54598E-02    0.12729E+05
    0.55701E-02    0.12897E+05
    0.56826E-02    0.13065E+05
    0.57974E-02    0.13233E+05
    0.59145E-02    0.13402E+05
    0.60340E-02    0.13571E+05
    0.61559E-02    0.13740E+05
    0.62803E-02    0.13909E+05
    0.64072E-02    0.14078E+05
    0.65366E-02    0.14247E+05
    0.66686E-02    0.14416E+05
    0.68033E-02    0.14584E+05
    0.69408E-02    0.14752E+05
    0.70810E-02    0.14920E+05
    0.72240E-02    0.15087E+05
    0.73700E-02    0.15253E+05
    0.75189E-02    0.15418E+05
    0.76708E-02    0.15583E+05
    0.78257E-02    0.15746E+05
    0.79838E-02    0.15907E+05
    0.81451E-02    0.16068E+05
    0.83096E-02    0.16227E+05
    0.84775E-02    0.16385E+05
    0.86488E-02    0.16541E+05
    0.88235E-02    0.16695E+05
    0.90017E-02    0.16847E+05
    0.91836E-02    0.16997E+05
    0.93691E-02    0.17144E+05
    0.95583E-02    0.17289E+05
    0.97514E-02    0.17431E+05
    0.99484E-02    0.17571E+05
    0.10149E-01    0.17707E+05
    0.10354E-01    0.17840E+05
    0.10564E-01    0.17970E+05
    0.10777E-01    0.18097E+05
    0.10995E-01    0.18219E+05
    0.11217E-01    0.18338E+05
    0.11443E-01    0.18452E+05
    0.11675E-01    0.18562E+05
    0.11910E-01    0.18668E+05
    0.12151E-01    0.18769E+05
    0.12397E-01    0.18865E+05
    0.12647E-01    0.18955E+05
    0.12902E-01    0.19041E+05
    0.13163E-01    0.19121E+05
    0.13429E-01    0.19195E+05
    0.13700E-01    0.19264E+05
    0.13977E-01    0.19326E+05
    0.14259E-01    0.19381E+05
    0.14547E-01    0.19431E+05
    0.14841E-01    0.19473E+05
    0.15141E-01    0.19508E+05
    0.15447E-01    0.19536E+05
    0.15759E-01    0.19557E+05
    0.16077E-01    0.19570E+05
    0.16402E-01    0.19576E+05
    0.16734E-01    0.19573E+05
    0.17072E-01    0.19563E+05
    0.17416E-01    0.19544E+05
    0.17768E-01    0.19516E+05
    0.18127E-01    0.19480E+05
    0.18493E-01    0.19436E+05
    0.18867E-01    0.19382E+05
    0.19248E-01    0.19320E+05
    0.19637E-01    0.19248E+05
    0.20034E-01    0.19168E+05
    0.20438E-01    0.19078E+05
    0.20851E-01    0.18979E+05
    0.21272E-01    0.18871E+05
    0.21702E-01    0.18753E+05
    0.22141E-01    0.18627E+05
    0.22588E-01    0.18491E+05
    0.23044E-01    0.18347E+05
    0.23510E-01    0.18193E+05
    0.23985E-01    0.18031E+05
    0.24469E-01    0.17860E+05
    0.24964E-01    0.17680E+05
    0.25468E-01    0.17493E+05
    0.25982E-01    0.17297E+05
    0.26507E-01    0.17094E+05
    0.27043E-01    0.16884E+05
    0.27589E-01    0.16667E+05
    0.28146E-01    0.16444E+05
    0.28715E-01    0.16214E+05
    0.29295E-01    0.15979E+05
    0.29887E-01    0.15739E+05
    0.30490E-01    0.15495E+05
    0.31106E-01    0.15246E+05
    0.31735E-01    0.14995E+05
    0.32376E-01    0.14740E+05
    0.33030E-01    0.14484E+05
    0.33697E-01    0.14227E+05
    0.34378E-01    0.13968E+05
    0.35072E-01    0.13710E+05
    0.35781E-01    0.13453E+05
    0.36504E-01    0.13198E+05
    0.37241E-01    0.12943E+05
    0.37993E-01    0.12690E+05
    0.38761E-01    0.12440E+05
    0.39544E-01    0.12193E+05
    0.40343E-01    0.11951E+05
    0.41158E-01    0.11714E+05
    0.41989E-01    0.11484E+05
    0.42838E-01    0.11261E+05
    0.43703E-01    0.11046E+05
    0.44586E-01    0.10838E+05
    0.45486E-01    0.10638E+05
    0.46405E-01    0.10446E+05
    0.47343E-01    0.10262E+05
    0.48299E-01    0.10087E+05
    0.49275E-01    0.99186E+04
    0.50270E-01    0.97580E+04
    0.51286E-01    0.96043E+04
    0.52322E-01    0.94571E+04
    0.53379E-01    0.93158E+04
    0.54457E-01    0.91797E+04
    0.55557E-01    0.90486E+04
    0.56680E-01    0.89210E+04
    0.57825E-01    0.87960E+04
    0.58993E-01    0.86769E+04
    0.60184E-01    0.85647E+04
    0.61400E-01    0.84533E+04
    0.62641E-01    0.83379E+04
    0.63906E-01    0.82193E+04
    0.65197E-01    0.80990E+04
    0.66514E-01    0.79760E+04
    0.67858E-01    0.78479E+04
    0.69229E-01    0.77133E+04
    0.70627E-01    0.75713E+04
    0.72054E-01    0.74212E+04
    0.73510E-01    0.72622E+04
    0.74994E-01    0.70942E+04
    0.76509E-01    0.69174E+04
    0.78055E-01    0.67324E+04
    0.79632E-01    0.65401E+04
    0.81241E-01    0.63420E+04
    0.82882E-01    0.61396E+04
    0.84556E-01    0.59348E+04
    0.86264E-01    0.57293E+04
    0.88007E-01    0.55251E+04
    0.89785E-01    0.53239E+04
    0.91598E-01    0.51275E+04
    0.93449E-01    0.49375E+04
    0.95337E-01    0.47555E+04
    0.97263E-01    0.45829E+04
    0.99227E-01    0.44212E+04
    0.10123E+00    0.42714E+04
    0.10328E+00    0.41343E+04
    0.10536E+00    0.40104E+04
    0.10749E+00    0.38996E+04
    0.10966E+00    0.38013E+04
    0.11188E+00    0.37144E+04
    0.11414E+00    0.36374E+04
    0.11644E+00    0.35683E+04
    0.11880E+00    0.35048E+04
    0.12120E+00    0.34442E+04
    0.12365E+00    0.33839E+04
    0.12614E+00    0.33209E+04
    0.12869E+00    0.32529E+04
