#           k/h    P           
    0.10000E-03    0.46031E+02
    0.10202E-03    0.46923E+02
    0.10408E-03    0.47832E+02
    0.10618E-03    0.48759E+02
    0.10833E-03    0.49704E+02
    0.11052E-03    0.50667E+02
    0.11275E-03    0.51649E+02
    0.11503E-03    0.52650E+02
    0.11735E-03    0.53670E+02
    0.11972E-03    0.54710E+02
    0.12214E-03    0.55770E+02
    0.12461E-03    0.56850E+02
    0.12712E-03    0.57951E+02
    0.12969E-03    0.59074E+02
    0.13231E-03    0.60219E+02
    0.13499E-03    0.61385E+02
    0.13771E-03    0.62574E+02
    0.14049E-03    0.63786E+02
    0.14333E-03    0.65022E+02
    0.14623E-03    0.66281E+02
    0.14918E-03    0.67565E+02
    0.15220E-03    0.68874E+02
    0.15527E-03    0.70208E+02
    0.15841E-03    0.71567E+02
    0.16161E-03    0.72953E+02
    0.16487E-03    0.74366E+02
    0.16820E-03    0.75806E+02
    0.17160E-03    0.77274E+02
    0.17507E-03    0.78771E+02
    0.17860E-03    0.80296E+02
    0.18221E-03    0.81850E+02
    0.18589E-03    0.83435E+02
    0.18965E-03    0.85050E+02
    0.19348E-03    0.86697E+02
    0.19739E-03    0.88375E+02
    0.20138E-03    0.90085E+02
    0.20544E-03    0.91829E+02
    0.20959E-03    0.93606E+02
    0.21383E-03    0.95418E+02
    0.21815E-03    0.97264E+02
    0.22255E-03    0.99146E+02
    0.22705E-03    0.10106E+03
    0.23164E-03    0.10302E+03
    0.23632E-03    0.10501E+03
    0.24109E-03    0.10704E+03
    0.24596E-03    0.10911E+03
    0.25093E-03    0.11122E+03
    0.25600E-03    0.11338E+03
    0.26117E-03    0.11557E+03
    0.26645E-03    0.11780E+03
    0.27183E-03    0.12008E+03
    0.27732E-03    0.12240E+03
    0.28292E-03    0.12477E+03
    0.28864E-03    0.12718E+03
    0.29447E-03    0.12963E+03
    0.30042E-03    0.13214E+03
    0.30649E-03    0.13469E+03
    0.31268E-03    0.13729E+03
    0.31899E-03    0.13995E+03
    0.32544E-03    0.14265E+03
    0.33201E-03    0.14540E+03
    0.33872E-03    0.14821E+03
    0.34556E-03    0.15107E+03
    0.35254E-03    0.15398E+03
    0.35966E-03    0.15695E+03
    0.36693E-03    0.15998E+03
    0.37434E-03    0.16307E+03
    0.38190E-03    0.16621E+03
    0.38962E-03    0.16942E+03
    0.39749E-03    0.17268E+03
    0.40552E-03    0.17601E+03
    0.41371E-03    0.17940E+03
    0.42207E-03    0.18285E+03
    0.43060E-03    0.18637E+03
    0.43929E-03    0.18996E+03
    0.44817E-03    0.19362E+03
    0.45722E-03    0.19734E+03
    0.46646E-03    0.20114E+03
    0.47588E-03    0.20500E+03
    0.48550E-03    0.20894E+03
    0.49530E-03    0.21296E+03
    0.50531E-03    0.21705E+03
    0.51552E-03    0.22122E+03
    0.52593E-03    0.22546E+03
    0.53656E-03    0.22979E+03
    0.54739E-03    0.23419E+03
    0.55845E-03    0.23868E+03
    0.56973E-03    0.24326E+03
    0.58124E-03    0.24792E+03
    0.59299E-03    0.25266E+03
    0.60496E-03    0.25750E+03
    0.61719E-03    0.26242E+03
    0.62965E-03    0.26744E+03
    0.64237E-03    0.27255E+03
